,ISBN,BookTitle,BookAuthor,Publisher,PubDate,Price,Category-2
9791165212698,9791165212698,"내가 만들어 누구나 사용하는
카카오톡 이모티콘 만들기",김소희,길벗,2020년 09월 18일,14400,IT 모바일
9791188314546,9791188314546,"줄서는 미술관의 SNS 마케팅 비법
도쿄의 작은 미술관은 어떻게 사람들을 끌어모으는가?",도다누키 신이치로,유엑스리뷰,2020년 09월 28일,16200,경제 경영
9791157675005,9791157675005,"2020 수제비 정보처리기사 실기(1권+2권 합본세트) 2020년 기출 문제 수록 
[ 2020년 2회 시험 대비 족보 모의고사, 암기비법서 pdf 증정(학습지원센터) ]",NCS 정보처리기술사 연구회,건기원,2020년 06월 15일,27000,IT 모바일
9788931462111,9788931462111,"2021 이기적 컴퓨터활용능력 1급 필기 최신문제집
[ 별책 : 정답 및 해설/무료 동영상 강의 & CBT 온라인 모의고사 제공 ]",홍태성,영진닷컴,2020년 09월 05일,17100,IT 모바일
9788994492049,9788994492049,자바의 정석 기초편,남궁성,도우출판,2019년 12월 31일,22500,IT 모바일
9788931462210,9788931462210,"2021 이기적 컴퓨터활용능력 2급 실기 기본서
[ 동영상 강의 전강 + 채점 프로그램 제공 ]",박윤정,영진닷컴,2020년 08월 28일,19800,IT 모바일
9788970504643,9788970504643,"당신의 1분 1초를 아껴줄
시간순삭 인공지능 with 스크래치",이재우,생능출판사,2020년 08월 27일,19800,IT 모바일
9788931462876,9788931462876,"2021 이기적 정보처리기능사 필기 기본서
(별책-기출문제집)  
[ 동영상 무료 제공, CBT 온라인 모의고사, 시험지 2회분, PDF 자료 제공 ]",홍태성,영진닷컴,2020년 08월 05일,16200,IT 모바일
9791165920043,9791165920043,"IntelliJ IDEA 프로젝트에 활용하기
다양한 언어와 프레임워크를 지원하는 통합 개발 환경 가이드",백승주,비제이퍼블릭(BJ퍼블릭),2020년 06월 30일,23400,IT 모바일
9791157674602,9791157674602,"2020 수제비 정보처리기사 필기 1권+2권 합본세트 
[ NCS기반 | 회차별 시험 대비 명품 족보 모의고사 + 암기비법서 PDF 제공(학습지원센터) ]",NCS 정보처리기술사 연구회,건기원,2020년 01월 10일,25200,IT 모바일
9791163031185,9791163031185,"Do it! 첫 코딩
보통 사람이 알아야 할 프로그래밍 기초 with 자바",정동균,이지스퍼블리싱,2019년 11월 20일,12600,IT 모바일
9791185553443,9791185553443,"cafe24 스마트디자인으로 인터넷 쇼핑몰 만들기
[ 전면 개정4판 ]",이시환,앤써북,2020년 09월 20일,21150,IT 모바일
9791162243466,9791162243466,"회사에서 바로 통하는 3ds Max + V-Ray 
건축·인테리어 CG의 실무 기본기를 탄탄히 쌓는다",강석창,한빛미디어,2020년 09월 30일,37800,IT 모바일
9791189580490,9791189580490,"더 프레젠테이션 (THE PRESENTATION)
보고에서 회의까지 ‘직장인 리얼 프레젠테이션'",정진석,플랜비디자인,2020년 09월 30일,13500,경제 경영
9788960305656,9788960305656,"엑셀의 신 회사에서 쓰는 실무 엑셀
비즈니스에 필요한 보고서 스킬 완전 정복! 846p 실무 바이블 
[ 개정판 ]",심지은,황금부엉이,2020년 09월 23일,23220,IT 모바일
9791165212964,9791165212964,"모두의 R 데이터 분석
누구나 쉽게 배우는 데이터 분석과 시각화 기초",김도연,길벗,2020년 09월 28일,18000,IT 모바일
9791186179482,9791186179482,"한 권으로 끝내는 엑셀 
직장인을 위한 엑셀 실전서 모든 버전 사용",이문형,에듀웨이,2020년 09월 20일,16200,IT 모바일
9788931462869,9788931462869,"2021 이기적 정보처리산업기사 필기 기본서
(2020년 기출문제 시험지 2회분 100% 복원) 
[ 무료 동영상 강의+CBT 온라인 모의고사+시험지 2회분+PDF 자료 제공 ]",최희준,영진닷컴,2020년 09월 15일,27000,IT 모바일
9791165212216,9791165212216,"프리미어 프로 + 포토샵
유튜브 영상 편집의 완성",이현석,길벗,2020년 09월 25일,20700,IT 모바일
9791189909208,9791189909208,"UX/UI의 10가지 심리학 법칙
사용자의 마음을 읽는 인간 중심 제품과 서비스 디자인",존 야블론스키,책만,2020년 09월 15일,14400,IT 모바일
9788970504650,9788970504650,"당신의 1분 1초를 아껴줄
시간순삭 파이썬",천인국,생능출판사,2020년 08월 27일,19800,IT 모바일
9791165920159,9791165920159,"뭉작가의 아이패드로 누구나 쉽게 시작하는 드로잉
프로크리에이트로 나만의 따뜻한 감성 일러스트 그리기",이은지,비제이퍼블릭(BJ퍼블릭),2020년 08월 31일,24120,IT 모바일
9791186647486,9791186647486,왕초보 유튜브 프리미어 프로,이하나,진서원,2020년 08월 24일,20700,IT 모바일
9791162243411,9791162243411,"초소형 머신러닝 TinyML
모델 최적화부터 에지 컴퓨팅까지 작고 빠른 딥러닝을 위한 텐서플로 라이트",피트 워든,한빛미디어,2020년 08월 20일,36000,IT 모바일
9788983795069,9788983795069,"프로크리에이트로 쉽게 그리는
나만의 아이패드 드로잉",서은숙,혜지원,2020년 08월 28일,20700,IT 모바일
9788931463156,9788931463156,"인공지능, 스크래치를 만나다",홍지연,영진닷컴,2020년 08월 30일,12600,IT 모바일
9791127435639,9791127435639,ZBrush 피규어 제작 입문,우치야마 류타,AK(에이케이 커뮤니케이션즈),2020년 08월 12일,26820,IT 모바일
9791165920074,9791165920074,"알면 더 쉬운 도커 쿠버네티스
클라우드 서비스를 위한 개발 환경 만들기",곽영호,비제이퍼블릭(BJ퍼블릭),2020년 08월 14일,23400,IT 모바일
9791165920104,9791165920104,"파이널 컷 프로 X으로 시작하는 유튜브 동영상 편집
따라 하기만 하면 나도 유튜버!",남시언,비제이퍼블릭(BJ퍼블릭),2020년 08월 14일,39600,IT 모바일
9788931589177,9788931589177,"IT용어 도감
비즈니스에서 사용할 수 있는 엄선 키워드 256",마쓰이 토시카츠,성안당,2020년 07월 30일,16200,IT 모바일
9791165920081,9791165920081,"SNS 앱 예제로 배우는 프로그레시브 웹 앱
네이티브 앱처럼 동작하는 웹 프로젝트 완성",이근혁,비제이퍼블릭(BJ퍼블릭),2020년 07월 31일,23400,IT 모바일
9791162243329,9791162243329,"회사에서 바로 통하는 오토캐드 AUTOCAD 2021
건축,인테리어,기계 실무 도면의 기본기를 꽉 잡아라! 
[ 모든 오토캐드 2009~2021 버전 사용가능, 개정판 ]",심미현,한빛미디어,2020년 08월 03일,25200,IT 모바일
9791162243312,9791162243312,"퀀트 전략을 위한 인공지능 트레이딩
파이썬과 케라스를 활용한 머신러닝/딥러닝 퀀트 전략 기술",김태헌,한빛미디어,2020년 08월 20일,25200,IT 모바일
9791158392093,9791158392093,"이것이 UX/UI 디자인이다
실무 디자인 방법론으로서의 UX/UI 디자인",조성봉,위키북스,2020년 07월 03일,25200,IT 모바일
9788965402749,9788965402749,"내 일을 바꾸는 업무 자동화
파이썬 클릭 한 번으로 지겨운 업무 클리어",이태화,프리렉,2020년 06월 12일,19800,IT 모바일
9791189184056,9791189184056,"코드를 통해 본 빵형의 실전 Java
실무 해결을 위한 실전 학습서(Java 14 최신 버전 포함) 
[ 유튜브 강의 제공 ]",박명철,남가람북스,2020년 06월 05일,28800,IT 모바일
9791188831357,9791188831357,4차 산업혁명 기반 기술의 이해,김미혜,연두에디션,2019년 12월 31일,22000,IT 모바일
9788940805978,9788940805978,"2020 NEW 출제경향대비 컬러리스트 필기시험 산업기사·기사 세트
이론집+기출문제집+기출문제해설집 
[ 전3권 ]",김유선,미진사,2020년 02월 05일,32400,수험서 자격증
9791165210564,9791165210564,"2020 시나공 정보처리기사 실기
NCS 기반 전면 개편 
[ 전2권 ]",강윤석,길벗,2020년 02월 17일,29700,IT 모바일
9791196845391,9791196845391,"프로크리에이트로 시작하는 아이패드 드로잉
데일리 디지털 드로잉부터 굿즈 제작까지",수지,책밥,2020년 02월 03일,21600,IT 모바일
9791160509892,9791160509892,"2020 시나공 기출문제집 컴퓨터활용능력 1급 필기
[ 동영상 강의+암기프로그램+기출CBT / 핵심요약(다운로드) 제공 ]",길벗알앤디,길벗,2019년 12월 02일,12600,IT 모바일
9788931461558,9788931461558,"2020 이기적 정보처리산업기사 실기 기본서
[ 모의고사 15회+최신 기출문제 복원 9회+무료 동영상 강의 제공 ]",강희영,영진닷컴,2019년 11월 30일,27000,IT 모바일
9788956748436,9788956748436,"3단계로 업그레이드 되는 
편집디자인 레이아웃
핀 포인트 레이아웃 법칙 
[ 예제 파일 다운로드(정보문화사 홈페이지 자료실) ]",김경미,정보문화사,2019년 11월 15일,16200,IT 모바일
9791160509762,9791160509762,"2020 시나공 정보처리기사 필기
NCS 기반 전면 개편",길벗알앤디,길벗,2019년 11월 18일,27900,IT 모바일
