,Title,ConRate,DesRate,Author,Date,Content,BookCode
0,하나도 허투루 넘겨선 안되는 표현들로 가득한 책~!!!,5,5,enfantlove,2020-10-06,"나에겐 여동생이 두 명, 남동생이 한 명 있다. 한 마디로 내가 3녀 1남의 맏이라는 뜻이다. 40대 초반인 바로 아랫동생은 비혼을 선포한 채 전 세계여행을 다니며 2~30대를 보냈다. 그야말로 세상에서 제일 부러운 사람이다. 아프리카와 양 극지방을 빼놓고 다 갔을 정도로 안 다닌 곳 없이 다니다보니, 원래 영어를 좋아하기도 했지만 전 세계를 다니며 몇 년씩 여행을 다니다보니 영어는 거의 원어민 수준이다. 그 덕에 한국에서 학생들을 비롯해서 성인들까지 영어를 배우고자 하는 사람들이라면 누구라도 가르치며 열심히 사는 동생은 나에게도 좋은 영어 선생님이다.        얼마 전, 추석을 맞아 우리집에 온 동생과 이런 저런 얘기를 하다가 요즘 나의 최우선 관심사인 영어로 자연스레 이야기가 옮겨져갔고 요즘 읽고 있는 원서들에서 이해가 가지 않는 부분들을 동생에게 물어보며 원뜻을 제대로 배우며 유익한 시간을 보냈다. 그러다 이 책을 동생에게 보여줘봤다. 앞뒤를 이리저리 훑어보더니 얼마 되지도 않아서 바로 연거푸 감탄사를 터뜨렸다.      "" 와우~! (내 동생은 원어민급으로 리액션이 좋은 건 사실이다)  이거 진짜 좋은 표현인데?        이거 현지인들이 '대따' 많이 쓰는 표현들이야! 와~~우! 언니, 이 책 어디서 났어? 장난 아닌데?        이거 수능영어에도 다 나오는 표현들이야.  언니만 보지 말고 **이(우리 큰딸)도 이거로 공부하라고 해.        진짜 하나도 버릴 거 없네~!""         원래 리액션이 좋은 동생이라 처음엔 그러려니 했는데, 조목조목 짚어가며 언제 어느 상황에서 이 표현들이 사용되는지 입에 침을 튀겨가며 설명해주기에 나도 모르게 책에 대한 신뢰가 더 커져갔다.         책 앞 표지에도 보면 '가장 먼저 알아야 할 52개의 전치사', '실생활에서 자주 사용하는 700여 개의 관용어', '회화와 독해 모두에 사용되는 900여 개의 필수 예문'이라고 씌어 있는데, 원어민급(?)인 동생이 엄지 손가락을 치켜세우는 걸 봐서 상당히 유용한 표현들임에는 틀림 없어 보인다.        이 책은 A부터 순서대로 섹션별로 전치사를 소개하고 있는데 각 전치사가 가지고 있는 모든 뜻에 관한 설명과 함께 예문을 제시하고 있으며, 여러 개의 관용어로 마무리를 짓는다. 사전처럼 순서대로 소개하고 있어서 필요시에 찾기도 쉽고 A부터 차례차례 익힐 수 있게 구성된 점이 좋다. 물론 차례대로 공부하는 게 싫고 랜덤식으로 공부하고 싶은 사람은 자기가 공부한 부분을 찾아가며 공부한 후, 완료한 부분에 띠지를 붙이며 표시해 두면 헷갈리지 않고 자기 방식대로 공부할 수 있을 것 같다.          사실 처음엔 이걸 다 외워야 하나 싶어서 몇 개만 골라봐야지 했는데 원어민급 동생이 거듭 강조를 한다.          ""이거 다 외워야 해. 이거 죄다 쓰이는 표현들이야. **이 수능 시험 보려면 이거 다 외워야 해. 언니도 원서 제대로 이해하고 싶으면 이거부터 다 외우셩~!""           하마터면 그냥 덮어두고 잠재울 뻔 했다. 이렇게 귀한 표현들로 가득한 책이라니 낼부터 당장 공부해야겠다. 나는 랜덤식이 편한 스타일이라 앞뒤로 왔다갔다 하며 공부할까 한다. 이 한 권 다 공부하고 나면, 지금 반은 이해하고 반은 그냥 넘기기 바쁜 원서들을 제대로 이해할 수 있길 바라며 열심히 공부해보려고 한다.           "" 동생아~!  좋은 책인지 알게 해줘서 고마워~~!! """,9791185719306
1,최우선 영단어 전치사 편,5,5,jybee,2020-10-06,"책은 일상생활에서 가장 많이 쓰이는 전치사 52개를 담았다. 저자는 한국 외대 영어과를 졸업한 후 EBS,이투스,비타에듀 등에서 강의를 하고 2010년 EBS 국가대표 강사로 위촉된 분이다. 현재는 바른영어 훈련소 대표로 사이트에 가면 해당 교재와 관련된 자세한 해설 강의와 mp3로 제공하고 있다. 시간이 날 때는 책을 읽고 집에서는 mp3 이용해서 반복해서 틀어놓고 귀로 익히는 방법으로 사용하려 한다. across, about, for, about, until 등 평상시 정말 자주 사용하지만 구조에 따라 그 쓰임이 달라지는 것에 초점을 두고있다.  52개의 주요 전치사를 기준으로 가지를 뻗어나가 700개의 관용어 표현, 900개 예문이 담겨있다.

 

 


대표되는 전치사의 뜻을 큰 타이틀에 적고 그 밑으로 예문과 해설이 좌르륵 나와있는 구조다.전치사 across 한 가지에도 예문이 상당히 많다. 실생활에 전치사를 접목하는데는 예문을 통째로 외워서 사용하는 게 제일 효과적이기 때문에 그런 면에서 아주 좋은 구성이라고 생각한다. 그리고 해당 부분의 마지막엔 정말 실생활에서 자주 쓰는 across로 대표되는 관용어를 실어서 관용어도 통째로 외울 수 있는 구조로 구성되어있다. 영단어의 뜻을 풀어서 설명하거나 문장 구조를 설명하거나 한글 설명이 많은 책들은 은근히 눈에 들어오지 않아서 손에서 놔버린 경우가 많다. 실제로도 영어를 가르칠 때 한글 해설이 최소화된 교재가 효과적이라는 말이 있다. 결국 사용하는 것은 영어이기 때문에 답답하면 뜻을 찾아보거나 유추해서라도 사용하려고 노력하게 되기 때문이다. 그리고 직접 사용하면서 그것이 어디에 맞는 문장인지 깨닫는 것이다.  <최우선 영단어 전치사편>은 실제 사용할 만한 문장들만 간단하게 영어-한글 순서로 배치해주니 군더더기 없이 포인트만 공부할 수 있는 점이 마음에 든다. 심플한 느낌을 좋아하는 입장에서 교재가 마음에 쏙 든다.


    


가장 많이 사용하는 전치사 중 하나인 'for' 는 어딜 가나 문장에 꼭 들어간다. 그 쓰임새를 나누자면 15가지로 구분이 된다. 그리고 책에서는 15가지 예문과 동사구, 관용어를 전부 담고있다.  


우리가 자주 쓰고 익숙한 전치사 for는 목적지나 행선지를 말할 때 쓰는 전치사 for가 아닐까 한다. for europe. for the west. for seoul 같은 문장에서 정말 많이 쓰이고 기본적인 1형식 문장의 뒤에 붙는 전치사라 더 자주 보는 것 같다. 하지만 for+비교 가 붙으면 '비하여' 라는 전혀 다른 뜻이 되기도 한다. it is rather cold for april (4월 치고는 날씨가 꽤 춥다). 또 for+명상+to+동사원형의 구조는 부정사의 의미상 주어를 나타내기 위하여 쓰이기도 한다. would you please move your leg for me to pass by?(내가 지나가도록 발을 치워 주겠습니까?). 또, 동사+for 의 관용어는 정말 많은 뜻을 내포하고 있다는 것도 익힐 수 있었다. acoount for, allow for, apply for, call for, yearn for, send for, seek for 등 28가지가 나오는데 각자의 예문이 모두 존재하여 좋았다. 관용어 부분에서도 자주 쓰인다는 for better for worse 좋던 나쁘던, for all i care ~해도 상관하지 않겠다 등 자주 쓰일만한 관용적 표현들이 있다. 보통 전치사라고 해도 영어 교과서에 나오는 한 두가지의 뜻 밖에 익히지 못했던 것 같다. 같은 전치사라도 해석하는 방법이 틀리면 방향이 산으로 가게 되는데 이번 기회에 제대로 익힐 수 있는 것이 마음에 든다. 책은 384페이로 구성되어서 중간에 전치사 표지 부분을 제외하면 하루에 한 페이지씩만 외워도 1년 안에 완성할 수 있을 것 같다. mp3 제공되는 부분도 마음에 들어서 열심히 공부해보고 싶다 : )",9791185719306
2,[서평]최우선 영단어 전치사편,5,5,윤빈맘,2020-10-06,"[서평] 최우선 영단어 전치사편 코로나19로 2020년의 계획의 일부가 무산되고 일부는 미루어지고 말았다. 그렇다고 마냥 2021년만을 다시 계획하며 지켜보고만 있을 수는 없었다. 이렇게 시간이 주어졌을 때 내가 그동안 시도해 보지 않았던 학습을 하기로 했다. 늦은 학습이지만 영어울렁증에 도전해 보고자 영어학습을 시작했다. 첫걸음으로 아이와 함께 학습할 수 있는 엄마표 생활영어를 도전해 보았고 그 다음으로는 내가 부족한 영단어를 학습해 보기로 했다.  그렇게 이 책은 나에게 왔다. 무엇보다 우선 나에게는 '영어의 완성은 전치사입니다!' 라는 책 표지에 적힌 문구가 눈에 들어왔다.  영어 학습에 있어서 전치사에 대한 지식이 대단한 비중을 차지하는 것은 아니지만, 다양한 구와 절로 이루어진 문장들을 독해할 때 있어서 결정적인 실마리를 던져 주는 녀석이 바로 전치사라고 생각되기 때문이다.  전치사는 문장의 뜻을 파악하는데 결정적인 실마리 라고 생각되기 때문이다. 이건 지극히 개인적인 내생각이다. 이 책은 한국 외국어 대학교 본교 영어과를 졸업하고 현재 바른영어훈련어학원 죽전 본원 강사인 김정호영어강사의 책이다.  도서출판 바른영어사에서 출판하였다. 이 책은 전치사에 대한 안내서로, 무작정 그 뜻을 외우는 방식보다는 다양한 예문과 한국어 뜻풀이를 통해 다양한 맥락에서의 전치사의 뜻을 자연스럽게 익히게 하는 장점이 있다.또한, 특정 단어의 뜻이 기억이 나지 않을 때 책장을 하나 하나 넘겨 가며 찾아야 하는 다른 시중의 도서들과는 다르게, 궁금한 단어를 바로바로 찾아볼 수 있게끔 되어있다. 책 첫머리에 인덱스를 표기한 작가의 고심과 배려가 느껴졌다.  전치사에 대한 학습이 끝난 후에는 이를 응용하여 그 전치사가 적용된 관용어를 익힐 수 있게 되어있다. 그리고, 각 단원의 마지막 부분에는 핵심 응용 관용어구를 정리해 두어 학습에 매우 유용하게 도움이 되었다.  개념의 이해와 적용, 응용을 한꺼번에 알 수 있게 해 주는 이 책이야 말로 두 마리, 아니 세 마리 토끼를 잡게 해 주는 도서라고 볼 수 있을 것이다.이 리뷰는 책을 제공받아 직접 읽고 작성했음을 알려드립니다.",9791185719306
3,최우선 영단어 전치사,5,5,ener2000,2020-10-06,"최우선 영단어 전치사 편가장 먼저 알아야 할 52개의 전치사실생활에서 자주 사용하는 700여개의 전치사 관용어구회화와 독해 모두에 사용되는 900여개의 필수 예문전치사~~ 막연히 알고는 있지만 정확한 뜻이 궁금하더라구요.그래서 사전을 찾아봤더니 명사 ·대명사(또는 그에 준하는 말) 앞에 놓여 다른 명사 ·대명사와의 관계를 나타내는 품사를 말한다고 하네요.영단어 하면서 전치사를 따로 분류해서 외우지않다보니 이렇게 단어가 많은 줄 몰랐는데요.생각해보니 아이들 어렸을 때 영어교구들 만들어서 사용하곤했는데 전치사에 대한 교구도 있었던 기억이 나네요.고양이와 상자그림으로 고양이가 상자안, 상자밖, 상자위, 상자아래, 상자옆 등에 영어단어에 맞춰 붙이던 교구였는데요.그러면서 손으로 모양 만들어서 비슷하게 외우던것도 기억나고요.암튼 그렇게 만나봤던 전치사외에 이것도 전치사였구나하면서 알아보는 단어들이 꽤 됩니다.거기에 전치사 관용어구와 필수 예문까지~~~최우선 영단어 전치사 편으로 만나봅니다. 실생활에서 자주 사용하는 700여개의 관용어둘 이상의 낱말이 어울려 원래의 뜻과는 전혀 다른 새로운 뜻으로 굳어져서 쓰이는 표현를 관용어라고 하는데요.전치사가 다른 낱말과 만나면서 이렇게~~ 각 전치사의 자세한 용례 구분  해당 전치사와 연관된 동사구 총정리, 해당 전치사가 쓰인 관용표현 총정리동사는 심장이며 전치사는 혈관입니다.전치사는 뒤에서 그 목적어로 명사, 대명사, 동명사, wh-, 이렇게 4개를 받습니다.타동사는 반드시 목적어를 받아야 하며, 행위 그 자체만을 의미할 때는 목적어를 생략할 수 있습니다.전치사는 그 뒤에서 목적어를 받고, 그 앞에서는 경우에 따라, 동사, 형용사, 명사 등을 두어 특정한 의미들을 형성해 냅니다.갑자기 영문법^^;;아무튼 전치사의 역할이 중요하다는거겠죠.그동안은 별 생각없이 영단어들만 외워라했는데 이렇게 전치사를 알고 관용어들을 만나면서 점점 어휘력을 늘려가면 좋을것같아요.     도서를  제공받아 작성한 리뷰입니다.",9791185719306
4,최우선 영단어,5,5,든든한양식,2020-10-06,"영어회화 공부를 하고 있는 요즘 헷갈리는 것 중 하나를 뽑자면 '전치사'이다.전치사는 상황에따라 의미와 용도가 달라져 헷갈린다 ㅠㅠ.활용되는 용도가 수십가지가 되는 전치사도 있어 다 외우자니 겁나고,, 기억하지 않자니 회화나, 글로쓸때 어려움을 겪는다..예전부터 전치사만 파헤쳐놓은 책 없을까.. 생각했었는데 이런 책이 나와줘서 반갑다.목차는 이렇게 구성되어 있다. 처음엔 관용어를 모아둔 인덱스가 있고 그 다음부터는 본격적으로 전치사가 등장한다.전치사 하나를 한 챕터로 묶어 정리되어 있다.책 전체의 디자인이 정말 심플해서 개인적으로 좋았다. 귀여운 디자인과 그림들이 함께한 책도 좋지만뭔가 알짜배기 정보만 모아둔것 같은 투박하고 심플한 이런 디자인도 좋아한다! 형광펜 쫙쫙 그으며 공부할 맛이 난달까.첫 챕터에 자리잡은 관용어 인덱스는 관용어라 불리우는 친구들을 한 자리에 정리해둔 페이지이다.영숙어라 불리우던 친구들, 학창시절엔 수능때문에 무작정 외웠다. 뜻 말하면 영숙어가 툭 튀어 나오고, 영숙어 말하면 뜻이 톡 떠오르는 지경까지 외웠다... 수능이 끝나고 기억에서 사라질 줄 알았던 영숙어들은 시간이 지나고 보니 꽤 도움이되었다. 문장을 만들때 관용어구를 이용하면 원하고자 하는 말을 간단하게 정리할 수 있었다. 여기 나온 관용어만 전부 숙지해도 회화에 큰 도움이 되지 않을까 싶다. 열심히 공부해야지 ! ㅎㅎ가장 헷갈렸던 전치사 in 등장! 두둥..in에 관해서는 무려 12장정도가 된다. 후... 헷갈릴때마다 네이버 영어사전에 들어가 검색해봤었는데 이젠 이 책을 펼치면 될 듯 싶다.전치사와 함께 쓰이는 관용어가 나와있고, 전치사가 쓰인 예문들도 많이 있다.쓰임이 다양한 전치사답게 예문의 수가 많아서 좋았다. 예문을 보며 감을 익히는걸 좋아하는 나로선,, 매력적인 부분이었다.전치사를 집중적으로 공부하고자 하는 분들에게추천할만한 책이다. 심플한 디자인에예문이 가득한 영어책.약간의 단점은 책 표지가 먼지를 잘 흡착하고(?)기스가 아주 잘 보이는 소재라는 것.필자는 먼지와 기스가 눈에 띄는 것을 싫어하므로...단점에 넣겠다.내용물은 충실하다 ^_^< 본 서평은 출판사로 부터 제공받아 솔직하게 작성하였습니다.>",9791185719306
5,전치사를 공부하고 싶다면 이 책으로,5,5,깔깔깔s,2020-10-06,"영어 공부를할때 가장 헷갈리던게 전치사였다. 전치사가 등장하면 문장이 복잡하고 길어지게 만들어서였다. 반대로 내가 사용을 잘하게되면 능숙능란하게 보여지는게 전치사의 역할이라고 생각했기 때문에 공부하면할수록 어렵지만 매력적이게 느껴졌다.  전치사를 공부할때 개인적으로 동작이나 상황을 섬세하게 설명해주는것, 방향과 출처를 의미하는 여러가지 역할에 대한 이해가 힘들었는데, 이번에 전치사를 집중적으로 공부할 수 있는 책이 나왔다고해서 선택하게 되었다.책은 우리가 어렵게 생각하는 두가지 단어가 결합하여 새로운 뜻을 알려주는 관용어대한 정리가 잘되어 있어서 암기를 위해 정리한 표가 필요한 사람들에게 유용하겠다는 생각이 들었다. 앞장부터 정리된 관용어인덱스로 전치사에 대한 감을 익히고 알파벳 순서대로 세션별로 나누어져 있어서 차근차근 공부하기 좋게 구성되어 있었다. 개인적으로 나의 공부법은 섹션별로 공부하기엔 범위가 좀 많다고 생각이 들어 하루 한 단어씩 공부했는데 날짜 가듯 챕터가 넘어가고 있어서 공부에 자신감이 붙는게 느껴졌다.처음에 어렵게만 생각하고 공부를 제대로 시작하지 않아 공부해야할 전치사가 이렇게 광범위하고 넓은지 처음알게 되었다. 52개의 전치사와 700개가 넘는 관용어를 부담스럽지 않게 만날 수 있는 책이었다고 생각하며 나 처럼 전치사가 부담스러운 영어 초보자에게 적극 권하고 싶은 책이었다.",9791185719306
6,[서평] 최우선 영어단어 ; 전치사,5,5,별바라기,2020-10-06,"영어를 참 못했던 나는 그 중 전치사가 가장 어려웠다.to인지 on인지 of인지.어떤 전치사가 오느냐에 따라 달라지는 뜻.그 높은 벽을 넘지 못한 나는 영어가 가장 어려운 과목 중 하나였다.     영어의 완성은 전치사입니다.     표지에 적힌 이 글귀.네가 영어를 제대로 하지 못한 이유는 전치사를 제대로 배우지 않았기 때문이야 라고 이야기 하는 듯 했다.전치사가 포함된 관용구.정확한 의미를 알고 더 나은 영어 실력을 위해 무엇보다 먼저 해야 되는 전치사 공부.나에게 가장 필요한 책이라는 생각이 들었다.     가장 먼저 알아야 할 52개의 전치사.실생활에서 자주 사용하는 700여개의 관용어.회화와 독해 모두에 사용되는 900여개의 필수예문.     전치사에 대한 모든 것을 정리했다는 말이 어울린다는 느낌이 드는 책.책을 간단히 훑었을 뿐인데도 꽤나 괜찮다는 느낌이 들었다.     제일 처음 나와 있는 것은 관용어 인덱스.예상보다 많다는 이라는 생각이 들었지만 실제 공부를 하다 보니 그리 많은 양이 아니었다.전치사에 대한 전반적인 설명을 한 뒤 알려주는 관용어.가지고 있는 뜻이 많지 않은 경우, 한두 장에 걸쳐 가볍게 설명하고 넘어가는 형식이라 다른 책과 큰 차이가 없다는 느낌이었다.하지만 다양한 부분에서 많은 뜻으로 쓰이는 전치사부분에서 이 책의 장점이 강하게 드러났다.사전으로 봐도 한참이나 읽어야 되는 전치사들은 이곳에 쓰여 이 뜻, 저곳에 쓰여 저 뜻을 나타내는 경우가 많았다.그 것을 더 쉽고 상세하게, 다양한 예문을 들어 설명하고 있는 형식.어떤 상황에서 어떤 형식으로 쓰여, 어떤 뜻을 나타내는지.내가 가장 힘들어했던 정확한 해석을 쉽게 할 수 있도록 도와주는 느낌이었다.     이 책을 제대로만 공부한다면 내가 그토록 싫어했던 영어에 한걸음 아닌 열 걸음 다가설 수 있을 것 같다는 생각.그동안 많은 책을 가지고 영어공부를 했지만 근본적인 문제를 해결할 수 없어 항상 어렵다는 생각만 했었는데 왠지 모를 자신감이 생겼다.     더 높은 단계로 나아가기 위한 기본 공부, 전치사.이 책을 통해 막힘없이 공부해나갈수 있을 것 같다.  출판사로부터 도서 협찬을 받았지만,본인의 주관적인 견해에 의하여 작성되었습니다.",9791185719306
7,최우선 영단어- 전치사편,5,5,반하루주,2020-10-06,"가장 먼저 알아야할 52개의 전치사실생활에서 자주 사용하는 700여 개의 관용어회화와 독해 모두에 사용되는 900여 개의 필수예문바른영어출판사에서 펴낸 '최우선 영단어'시리즈의 제 2권인 전치사편에서 이 모두를 만나볼 수가 있습니다. 지금까지 전치사를 몰라서 혹은 전치사가 어려워서 영어가 힘들었던 사람에게 필요한 책입니다. 물론 외국어공부에는 사전이 기본적인 필수품이고 사전처럼 좋은 스승은 없지만 문법에서 품사 하나를 떼어서 체계적으로 정리하고 요약하여 빨리 습득할 수 있게 하려면 이런 영어학습서가 더 제격일 수 있지요. 영어에서 전치사는 우리말에서 조사와 비슷한 역할을 합니다. 예문을 봅시다.1. The painting of the wall brought up horror of war to the people.2. The painting on the wall drew curiosity from the people.3. The painting against the wall brought about funny to the people.이렇게 영어문장을 보면 전치사가 하는 역할을 이해할 수 있습니다. 이중에 3번은 방금 제가 만들어본 문장이고요.1번과 2번은 책의 서문 4페이지에 예시로 언급되어있습니다. 그런데 전치사가 우리 한국인에게 다소 어렵게 느껴지는 이유는 문장에서 전치사가 동사와 합해져서 phrasal verbs가 되기때문인데 원어민은 기본동사를 바탕으로 이를 자유자재로(?) 구사하기때문에 우리말에서 동사자체의 어미변화나 활용에 익숙한 우리에게는 낯설게 다가오는 것이죠.(솔직히말해서 phrasal verbs를 잘 구사하는가 못하는가가 원어민인지 비원어민인지 가리는 지표가 되기도 함..). 하지만 영어를 많이 대하다보면 오히려 이 편이 더 쉬워집니다. put off가 쉬운가 postpone이 쉬운가, take off가 쉬운가 depart가 쉬운가하는 차이죠.phrasal verbs는 idiom과도 약간 차이가 있는데 이 책에서도 그 차이에 대해 설명하고있습니다. 다음 문장을 한번 봅시다.I was going to put up at that motel. 이 문장에서는 put up at에 멈칫하는 분이 많을텐데요. 사전에는 '숙박하다'라고 되어있는데 put이 자동사로 쓰일 때 의미에 '진로를 잡다'는 뜻이 있긴하지만 put up at에서 숙박의 의미를 금방 쉽게 유추하기는 어렵습니다. 이런게 idiom이죠.영문법에서 본인 실력이 전치사 부분이 약하다면 이 책으로 확실히 정리를 하고 넘어가는 게 좋겠네요. 책을 읽는 것만으로 부족하다면 바른영어훈련소 홈페이지에 들어가서 저자가 하는 도서의 강의를 들어볼 수 있고, mp3듣기 파일도 다운이 가능합니다. 개인적으로 이 책은 예문이 많아서 좋은데 책으로 독학하는 것보다 수업듣기식의 인강 좋아하는 분이라면 타미라는 영어이름으로 잘 알려져있는 유명강사인 저자의 강의를 들어보는 것도 추천하고싶습니다.이 책 머리말 끝부분에 저자분이Carry this book on, and you'll be able to command a better English!라고 하시네요.저한테 들려주고싶은 말입니다..ㅠㅠCarry your every efforts on everyday, and you'll be able to command a better English than ever.",9791185719306
8,최우선 영단어 전치사편,5,5,bananabinu,2020-10-06,"공부해도 항상 어려운 영어! 영어를 더 잘하고 싶은 때, 효율적으로 영어 공부 하고 싶을때 <최우선 영단어>이 책은 전치사를 통해 효율적으로 영어를 공부할수 있게 도와준다. 영어 단어를 잘 모를땐 일단 실생활에 많이 쓰이는 관용어를 외우는게 좋다. 영어 공부하면서 가장 먼저 알아야할 전치사 52개를 관용어와 예문을 통해 쉽게 이해할수있게 설명해준다.전치사의 뜻을 알면 동사와 합쳐진 뒤 그 의미를 쉽게 기억할 수 있고 표현할 수 있다.책 목차에 52개의 전치사를 알파벳 순으로 정리했는데 필요한 부분을 쉽게 찾을 수 있어 편하다.그 다음엔 700여개의 관용어 index가 표처럼 만들어져 있는데, 해당 전치사가 있는 page가 같이 적혀있어 전치사와 함께 예문을 찾아보면 이해하기 쉽다. 전치사 with를 보면 그 뜻이 동반, 연관, 접촉, 동시 동작, 일치, 비교, 기구, with + 추상명사,감정명사,상태명사, 소유, 원인, 양보 등...14가지의 뜻이 있다. 전치사가 올때의 다양한 상태 표현과 위치, 형용사, 명사, 동사 다양한 문장 독해와 회화를 배워보자.영어 공부하는 학생부터 토익,토플 시험을 준비하는 사람, 영어를 더 잘 하고 싶은 사람들 모두에게 추천하고 싶은책.책에 나온 학습법과 mp3 듣기파일이 무료로 제공되서 공부할때 도움된다. 전치사를 효율적으로 배우는 책, 듬직한 타미 김정호 쌤의 바른영어훈련소와 함께라면 어렵지 않다.",9791185719306
9,최우선 영단어 전치사편 # 영어어휘 # 최우선영단어전치사편,5,5,greenmy2,2020-10-06,"오랜만에 제대로된 영어 학습서를 만났다.예전에 우연히 유튜브 영상으로 바른영어 김정호 선생님의 강의를 들은 적 있는데 이 책이 바로 그 명강의를 하신 김정호 선생님의 책이어서 더욱 반가웠다.동사에 대해 정리해 놓은 책둘은 몇 번 본 적 있는데전치사여서 더욱 새롭게 느껴졌다.전치사는 알파벳 순으로 정리를 해 놓으셔서 사전 찾듯이봐도 좋을 것 같았다. 52개의 전치사와 700여개의관용어를 수록해 놓으셨다. 제일 마음에 드는 부분은예문이 아주 풍성하다는 것이다. 예문에서 전치사의쓰임을 확인하니 더욱 이해하기 쉬웠고, 우리가 흔히아는 익숙한 전치사의 쓰임이 이렇게 다양한지 이 책을 통해 알 수 있었다.about은 ~에 관하여, 대하여,대략 정도만 알았다면이 책을 보고 놀랄것이다. 여기저기에, 지니고 있는, 종사하고 있는, be about to 동사원형 은 ~하려는 순간으로 쓰인다. 이런 뜻은 관용어를 통해 다시 한번 확인 할 수 있다. 책을 통해 익히니 영어 표현을 좀더 풍성하고 자세히 쓸 수 있을 것 같은 자신감도 생겼다.  to라는 전치사도 살펴보면 변화나 방향,도착, 결과나 효과 등 너무도 다양했다. to ones 감정명사는~가 ...하게도로 쓰인다.  예를 들어 to his sorrow는 그가 슬프게도to my fury는 내가 분노스럽게도로 쓰인다. 또한 형용사 뒤에 붙혀 familliar to~에 친숙한, open to~에 개방된kind to~에 친절한의 뜻으로 쓰인다는 사실을 알게 되었다.QR코드도 제공하고 있다. 코드를 인식해 보니부가 학습자료를 제공해 주어 각 전치사의 발음을1회 연속 발음, 3회 연속 발음 연습을 할 수 있게 되어 있어 더욱 유용했다.이렇게 최우선 전치사를 익히면 영어 독해나 영작에많은 도움이 되고 영어 수준을 한단계 업그레이드 시켜줄 수 있을거한 확신이 든다. 다 읽을 수 없다면 알파벳 순이니 그동안 궁금했던 전치사를 먼저 찾아보며 하나씩 익혀봐도 좋을 것 같다.",9791185719306
