,ISBN,BookTitle,BookAuthor,Publisher,PubDate,Price,Category-2
-1,-1,"eBook [5천원 페이백][대여] 하우스 오브 갓 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",사무엘 셈,세종서적(주),2019년 09월 27일,11200,소설
-1,-1,"eBook [5천원 페이백][대여] 디 아더 피플 복수하는 사람들  [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",C. J. 튜더 /이은선 역,다산책방,2020년 07월 21일,11200,소설
-1,-1,"eBook [5천원 페이백][대여] 해녀들의 섬 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",리사 시,북레시피,2019년 09월 18일,12000,소설
-1,-1,"eBook [5천원 페이백][대여] 강치 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",전민식,마시멜로,2019년 09월 18일,12000,소설
9788925588247,9788925588247,"eBook [5천원 페이백][대여] 하쿠바산장 살인사건 『백마산장 살인사건』의 개정판입니다.  [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",히가시노 게이고 /민경욱 역,알에이치코리아(RHK),2020년 05월 20일,11060,소설
9788932967769,9788932967769,"eBook [5천원 페이백][대여] 시지프 신화 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",알베르 까뮈 /박언주 역,열린책들,2020년 08월 30일,8500,소설
-1,-1,"eBook [5천원 페이백][대여] 우아한 연인 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",에이모 토울스  / 김승욱 역,현대문학,2019년 10월 16일,11200,소설
-1,-1,"eBook [5천원 페이백][대여] 스텔라 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",타키스 뷔르거 /유영미 역,황소자리,2020년 09월 16일,12000,소설
-1,-1,"eBook [5천원 페이백][대여] 모스크바의 신사 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",에이모 토올스  / 서창렬 역,현대문학,2019년 10월 16일,12600,소설
-1,-1,"eBook [5천원 페이백][대여] 기나긴 이별 - 열린책들 세계문학 252 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",레이먼드 챈들러 /김진준 역,열린책들,2020년 07월 13일,10500,소설
-1,-1,"eBook [5천원 페이백][대여] 더 원 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",존 마스 /강동혁 역,다산책방,2020년 07월 02일,11200,소설
-1,-1,"eBook [5천원 페이백][대여] 스파이의 유산 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",존 르카레 /김승욱 역,열린책들,2020년 06월 22일,12600,소설
-1,-1,"eBook [5천원 페이백][대여] 역사의 끝까지 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",루이스 세풀베다 /엄지영 역,열린책들,2020년 07월 13일,10000,소설
9788937473494,9788937473494,eBook 보건교사 안은영 [ EPUB ],정세랑,민음사,2016년 05월 25일,8190,소설
9788967915124,9788967915124,eBook 오디 - 꼭 읽어야 할 한국 대표 소설 145 [ EPUB ],김남천,더플래닛,2020년 09월 09일,1000,소설
-1,-1,"eBook [5천원 페이백][대여] 내 인생은 열린 책 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",루시아 벌린 /공진호 역,웅진지식하우스,2020년 07월 14일,10500,소설
-1,-1,"eBook [5천원 페이백][대여] 어셴든, 영국 정보부 요원 - 열린책들 세계문학 251 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",윌리엄 서머싯 몸 /이민아 역,열린책들,2020년 06월 22일,10000,소설
-1,-1,"eBook [5천원 페이백][대여] 그녀, 클로이 [ 책소개 페이백 받기 링크를 확인하세요!, EPUB ]",마르크 레비 /이원희 역,작가정신,2020년 06월 08일,9800,소설
