,ISBN,BookTitle,BookAuthor,Publisher,PubDate,Price,Category-2
-1,-1,"전집 사은품증정(랜덤) 큰 별샘 최태성의 초등 별별 한국사 1~4권 세트(전4권)1 2 3 4 /큰별샘과 함께 하는 초등 한국사 완전정복! 만화와 그림, 역사 일기장, 빈칸 넣기 문제, 숨은 그림 찾기, 별별 줄 잇기 등 다양한 내용과 문제를 풀수 있다","최태성  지음 | 김성규,  김차명 (인포그래픽) 그림 | 김택수 감수",엠비씨씨앤아이,2018년 02월 21일,43200,전집
