,ISBN,BookTitle,BookAuthor,Publisher,PubDate,Price,Category-2
9788927811510,9788927811510,대한민국 자전거길 가이드 물따라 산따라 자전거로 즐기는 생애 가장 건강한 휴가,이준휘,중앙북스(books),2020년 09월 15일,14400,건강 취미
9791165212612,9791165212612,나홀로 여행 컨설팅북 혼자 여행하는 사람을 위한 여행 미션 · 1인 코스 & 맛집 올가이드  [ 개정판 ],이주영,길벗,2020년 08월 31일,15300,건강 취미
9791190073073,9791190073073,에이든 국내여행 가이드북 하나쯤 소장하고 싶은 여행지도를 담은 우리나라 전국 여행 바이블,"타블라라사, 이정기",타블라라사,2020년 08월 16일,16830,건강 취미
9791197050008,9791197050008,결혼에도 휴가가 필요해서,임현경,북튼,2020년 10월 05일,14400,에세이
9791188167357,9791188167357,우리는 영국에서 일 년 동안 살기로 했다 좌충우돌 네 가족의 영국 체류기,석경아,프롬북스,2020년 09월 22일,13320,에세이
9791166030468,9791166030468,"50대 중년, 산티아고에서 길을 묻다 잠시 인생의 길을 잃은 나에게 나타난 산티아고",이기황,이담북스(이담Books),2020년 08월 15일,15300,에세이
9791190486804,9791190486804,"뉴노멀 시대의 은퇴, 퇴사 후 자존감여행","조대현, 정덕진, 김경진",나우출판사,2020년 09월 21일,13500,에세이
9791187514503,9791187514503,"지리쌤과 함께하는 우리나라 도시 여행 3 전국지리교사모임 선생님들이 들려주는 대한민국 20개 도시의 지리와 역사, 문화 이야기",전국지리교사모임,폭스코너,2020년 09월 15일,16650,역사
9791165212117,9791165212117,자동차 주말여행 코스북 안심하고 떠나는 전국 드라이브 여행 40  [ 2020년 전면 개정판 ],"유연태, 전계욱, 온석원, 권현지, 신영철",길벗,2020년 07월 17일,16650,건강 취미
9791137218642,9791137218642,우리가 사랑한 남미,"박근주, 윤영균",BOOKK(부크크),2020년 09월 21일,19800,건강 취미
9791166030987,9791166030987,당신을 만날 수 있을까 신을 향한 여행자의 29가지 은밀한 시선,이기행,이담북스(이담Books),2020년 10월 08일,13500,인문
9791188554287,9791188554287,방랑가 마하의 어슬렁여행,하라다 마하 /최윤영 역,지금이책,2020년 09월 30일,12420,에세이
9791166030741,9791166030741,"청춘이라면? 미국 자전거 여행! 평범함을 포기한 멋진 놈, 자유로운 놈, 착한 놈이 달린 6,500km",신정훈,이담북스(이담Books),2020년 09월 08일,13500,건강 취미
9791162671184,9791162671184,오늘도 여행을 생각합니다,김홍재,달꽃,2020년 09월 30일,12600,에세이
9791166030604,9791166030604,슬기로운 재외학교 생활 현직 초등 교사의 알찬 재외학교 해외적응기,김행화,이담북스(이담Books),2020년 08월 30일,13500,자기계발
9791196773328,9791196773328,"아빠 따라, 제주 가족을 위한 제주 여행 안내서  [ 2020~2021, 개정증보판 ]","성남용, 김형섭",아빠와산책,2020년 08월 20일,14400,건강 취미
9791158161170,9791158161170,진짜 멋진 할머니가 되어버렸지 뭐야,김원희,달,2020년 08월 13일,12150,에세이
9791190938396,9791190938396,아름다운 사찰여행 인생에 쉼표가 필요하다면 산사로 가라,유철상,상상출판,2020년 08월 18일,15210,건강 취미
9791186274620,9791186274620,"일상이 고고학, 나 혼자 백제 여행",황윤,책읽는고양이,2020년 08월 15일,12510,역사
9791189930493,9791189930493,"세상에서 가장 행복한 나라, 핀란드",안건 /스제(Smallzero) 그림,하모니북(harmonybook),2020년 08월 25일,13500,에세이
9791196702984,9791196702984,나의 두려움을 여기 두고 간다 [ 친필 사인본 ],하정,좋은여름,2020년 08월 05일,14850,에세이
9791166030352,9791166030352,"문학을 따라, 영국의 길을 걷다 아름다운 풍경, 낭만적인 문학, 그리고 사람을 만나는 북 잉글랜드 횡단 도보여행 일기",김병두,이담북스(이담Books),2020년 07월 31일,18000,에세이
9791162143360,9791162143360,여행이거나 사랑이거나,윤정은,부크럼,2020년 07월 13일,12600,에세이
9791196534837,9791196534837,한번쯤 포르투갈 다정한 위로를 건네는 그곳,허혜영,앤에이북스,2020년 07월 07일,13500,에세이
9788925536774,9788925536774,"반짝이는 일을 미루지 말아요 세계일주 그 후, 나를 찾아가는 여정  [ 초판한정부록: 포토 엽서 5종(책과랩핑) ]",여행자 May,알에이치코리아(RHK),2020년 06월 10일,13500,에세이
9791197021602,9791197021602,오래 준비해온 대답 김영하의 시칠리아  [ 개정증보판 ],김영하,복복서가,2020년 04월 29일,14850,에세이
