,Title,ConRate,DesRate,Author,Date,Content,BookCode
0,시간순삭 인공지능 with 스크래치,5,5,sempre337,2020-10-04,"- 당신의 1분 1초를 아껴줄 -시간순삭 인공지능 With 스크래치                                   세상이 빠르게 변하며 꾸준히 성장해가고 있는 인공지능~                       멀게만 느껴졌던 인공지능이 요즘 우리 생활속으로 많이 들어와 있음을                             알기에 앞으로 더 많이 인공지능 시대에 살아갈 아이들은                        인공지능에 대해 이해하고 알아가는 시간이 앞으론 더 많아질것 같아요.                                                                                  시간순삭 인공지능 with 스크래치는 이런 인공지능 시대를               대비해 좀더 쉽고 빠르게 인공지능 학습이 이루어 지도록 도와줄 책인섯 같아요.                  인공지능과 스크래치의 만남으로 인공지능 기초학습부터 스크래치 기초학습,                         텍스트 인식 프로젝트, 이미지 인식 , 숫자 인식 프로젝트를 통해                          직접 프로젝트를 제작해보며 인공지능에 대해 배워가 볼수 있어                         엔트리와 스크래치를 집에서 경험해본 초등 아들도 관심을 많이 갖고                                                     시작해 볼수 있었네요~  1편 인공지능 스크래치 기초부터 시작해보며 차근차근 인곤지능이 무엇인지 책안의 QR 헬로 소프트 이재우 저자의 동영상 강의와 함께 인공지능에 대해 자세하게 책안의 내용을 이해하며 볼 수 있었어요.                        초등 아들과 함께 책을 보며 인공지능에 대해 정말 잘 모를는 부분들이 많아          가족모두 함께보며 인공지능에 대해 지식적으로 공부하기에도 도움이 많이 되더라구요~     3장에는 스크래치 기초학습으로 스크래치가 무엇이고 화면구성, 스크래치 명령어 블록, 표정 바꾸는 캐릭터 만들기를 직접 스크래치 프로그램에서 직접 만들어보며프로그램 기능 추가하기등을 배워보았네요. 스크래치를 많이 해보진 않았지만 관심을 갖고 있는 코딩이기에앞으로 시간순삭 인공지능 with 스크래치를 보며 스크래치와 인공지능을 차근차근 배워보게 될것 같아요~     시간순삭 인공지능 with 스크래치 안에는 인공지능 프로젝트 뿐만아니라 인공지능의 활용 사례들을 다양하게 사진과 함께 만나 볼 수있고 차례대로 따라가며 인공지능 프로젝트를 직접 배워갈 수있어초중고 학생들 모두 배워보기에 어렵지 않을것 같아 초등 아들과 함께 유튜브 강의도 함께보며 배워가 보려고해요~!! 앞으로 우리 미래에 더 가까이 우리 생활속에서 밀접하게 만나게 될인공지능을 만나봐요~!! -위도서는 출판사로부터 제공받아 작성된 솔직후기입니다-",9788970504643
1,시간순삭 인공지능 with 스크래치,5,5,밝은미소,2020-10-02,"크게 세 가지 프로젝트를 수행합니다. 텍스트 인식, 이미지 인식, 숫자 인식.먼저, 텍스트 인식 프로젝트에서는 말이나 글, 단어를 학습시키고 스크래치로 테스트해 봅니다. 인공지능 스피커, 욕설 탐지, 챗봇, 소셜 분석, 자연어 처리, 추천 모델 등 실생활에 도움이 되는 실습을 해 볼 수 있어서 아이들도 흥미를 가질 듯 합니다! 하나의 실습이 끝날 때마다 [프로젝트 응용하기]로 직접 수정해 볼 과제를 제공하며, [더 알아보기] 글을 읽고 상식을 더해볼 수 있게 구성되어 있습니다.두 번째 프로젝트에서는 이미지 인식, 시각지능 실습들을 해봅니다. 이미지 분류, 아트, 필터링, 문자인식, 지능형 CCTV에 대해 살펴보고 머신러닝 모델을 이용한 스크래치 프로젝트를 제작 및 테스트합니다.예제를 통해 조금이나마 '지능형 CCTV'로의 활용 사례를 직접 느껴볼 수 있을 것입니다.그리고, 지능형 CCTV에 관한 상식은 [더 알아보기] 글에 자세히 안내되어 있으니 읽어보세요~마지막 세 번째 프로젝트는 숫자인식을 다룹니다.확률과 통계 기반 인공지능 알고리즘, 흐름도와 의사결절트리 모델 등을 배우게 됩니다. 예측, 게임 지도학습, 강화학습 등의 실습을 해봄으로써 데이터를 수집하고 분석해 규칙성을 찾아내는 인공지능 모델 알고리즘과 한층 친숙해질 듯합니다.<시간순삭 인공지능 with 스크래치>는 인공지능 기술 활용 사례를 배워볼 수 있어서 아이들에게 도움이 될 듯 합니다.복잡하지 않고 쉽게 실습을 따라 해볼 수 있고, 응용해 볼 수 있고,[더 알아보기]를 통해 실습으로 배운 인공지능 모델이 실제 어떻게 활용되고 있는지 사진(이미지)와 함께 제공해줌으로써 현실감이 느껴집니다!http://blog.naver.com/yeon3710/222105038402본 포스팅은 출판사로부터 도서 협찬을 받았고 본인의 주관적인 견해에 의하여 작성하였습니다.",9788970504643
2,[서평] 생능출판사 ▶ 시간순삭 인공지능 with 스크래치,5,5,ellen,2020-09-28,"몇년전만해도 인공지능이라고 하면 무척 어색하고 미래시대의 이야기같았는데 이제는 인공지능 시대라고 하면 고개를 끄덕이게 되는것같아요 한번쯤 봤을법한 인공지능 스피커나 자율주행 자동차 같은 것들이 더이상 어색하지않게 생활속에 스며든 것같아요 이미 졸업을 한 성인들에게는 실현된 인공지능들을 사용하면서 생활속에서 배우면 되겠지만, 초등 중고등 학생들은 인공지능이라는 것을 이제 학교에서도 본격적으로 배우게 되니, 세대차이가 안날 수가 없는 것같아요 재작년부터 초등5,6학년 실과교과서에서 코딩 파트가 나온것은 물론많은 초등학교 아이들도 사교육이나 방과후, 과외등을 통해 다양하게 코딩을 배우는 것같아요 게다가 내년에는 고등학교에서도 AI 과목이 추가된다고 하니 이제는 안할래야 안할 수 없고, 뗄래야 뗄 수 없는 공붓거리가 된것같아요 스크래치라고는 들어보신 분들도 많겠지만, .인공지능과 함께 스크래치를 구동하는 내용은 다소 생소한데요 스크래치를 통해 인공지능을 배울 수 있는 재밌는 책을 읽었답니다. ""시간순삭 인공지능 with 스크래치""/이재우 (헬로소프트) 지음/생능출판인공지능에 대한 개념과 정의가 자세히 나오고 예제들이 많고 유투브 강의도 있다고 하니 도움이 되는것같아요 책이 상당히 두꺼운 편인데요 꼼꼼하게 읽기 시작하면 여기저기 접으면서 읽게 된답니다. 접으면서 읽다가 다시 읽어야겠다라고 생각한 책이기도 하답니다. 유투브 강의뿐만 아니라 참고할 수 있 관련동영상들이 있는 편이라 아이들과 꼼꼼하게 보면 좋을 것같아요 이런 책은 읽기보다 따라해봐야 알게되고 느는 것같아요 초보자들도 잘 따라올 수 있도록 스크래치를 다운하는 법부터 차근차근 나와있어서 아이들과 시작하기에도 좋답니다. 책의 초반부에 보면, 추가 프로젝트들에 대한 설명과 사이트도 있어서 추가적으로 연습해보고 이해하기에 좋은 것같아요 유투브를 보면서 책을 본후, 수록된 프로젝트들을 하다보면 재밌게 인공지능에 대한 지식을 갖게 될것같아요 책에 있는 15가지 외에도 별도의 프로젝트가 24개가 있다고 하니 시간 순삭~하게 될것같아요  앞으로 아니 지금부터 인공지능은 생활에서도 빼놓을 수 없는 부분이기때문에 인공지능과 친해질 수 있는 즐거운 책이라 좋은 것같아요   ""출판사로부터 도서 협찬을 받고 본인의 주관적 견해에 의해 작성하였습니다""",9788970504643
3,시간순삭 인공지능 스크래치,5,5,앨리스엔,2020-09-28,어린이집에 다니면서 처음 코딩을 접하게 된 우리 아이랍니다. 그때 가볍게 놀이식으로 접했기때문에 코딩에 푹빠지게 되었어요. 학교에 입학하고 방과후 수업으로 바로 코딩을 선택하더라고요.아이가 코딩이 너무 재미있다며 일년내내 코딩수업을 들었어요.실력도 쑥쑥 늘어만 갔답니다. 2학년이 되어서도 코딩을 바로 선택했는데 코로나 사태가 터지면서 방과후수업뿐만아니라 학교를 못갔기때문에 코딩을 더이상 배울 방법이 없었어요.아이는 아쉬운 마음에 집에서 코딩을 하며 시간을 보냈답니다.선생님께 더 배우고 싶지만 배울수가 없기에 아이와 함께 책을통해 조금씩 배워보았답니다.그래서 선택한 책 [시간순삭 인공지능 with 스크래치 (당신의 1분1초를 아껴줄)(시간순삭 시리즈)]랍니다.유튜브 동영상 강의를 함께 볼 수 있어서 너무 좋아요. 책을 처음부터 찬찬히 보면서 따라하기만 하면 되니까 너무 좋아요. 저는 코딩 프로그램 짜는걸 너무 어렵던데 우리 아이는 너무 재미있나보더라구요 ㅎ저처럼 코딩의 코짜도 모르는 초보자뿐만아니라 코딩을 좋아하는 우리 아이도 모두모두 보기 편한 책이예요.코딩을 가르치는 선생님들을 위한 팁까지 담겨있어 선생님들도 보면 좋은 책이랍니다. 우리 아이 학교에서 코딩이 정규과목으로 들어있어서 일주일에 한번씩 컴퓨터 수업을 하긴 하는데 학교를 격주로 가니 수업을 제대로 들을 수가 없어요. 인공지능에 관한 이론적인 수업을 계속 하는데 인공지능에 관한 책이 집에 없어서 인터넷을 찾아보곤 했거든요. 이 책을 통해 인공지능에 관한 이야기를 더욱 자세히 알 수 있었어요. 1편 인공지능 스크래치 기초 우리아이가 배우는 인공지능에 관한 내용과 코딩 스크래치의 기초를 배울 수 있는 첫장입니다. 인공지능이라는 용어는 1956년 처음 사용되습니다. 미국의 컴퓨터 과학자이자 인지 과학자였던 존 매카시박사는 1955년에 처음으로 인공지능이라는 용어를 만들었습니다.컴퓨터 과학에서 인공지능은 '인지'또는 '학습'처럼 인간의 지적 능력을 컴퓨터를 이용해 구현하는 지능을 의미합니다. 쉽게 말해 컴퓨터로 인간의 지능을 흉내 내는 것이랍니다. 우리 생활에서 인공지능을 활용하고 있는 것은 무척 많아요. 스마트 냉장고와 로봇청소기 등 다양하게 사용되고 있어요.어릴때는 이런 미래를 먼미래로 상상해왔었는데 너무나 일찍 다가온 현실이 되어있네요. *2편 텍스트 인식 프로젝트 인공지능 스크래치 프로젝트를 제작하기 위해  영국의 Machine Learning for Kids 사이트의 인공지능 API를 사용합니다. 웹사이트 계정을 만들고 API 를 발급받아 등록하는 과정이 필요합니다. 복잡해보이지만 책이 하라는대로 그대로 따라하면 무척 쉽답니다. 사진도 실려있어서 사진 그대로 보면서 따라하면 되요. 아빠가 늦게 퇴근하는 날 아이가 스크래치를 따라해보고 싶어해서 같이 만들어보았는데 컴퓨터 잘 못하는 저도 잘 따라 할 수 있었어요 ㅎ*3편 이미지 인식 프로젝트 스크래치는 미국 MIT대학에서 개발하여 전 세계 40개 언어로 변역되어 무료로 제공되는 교육용 프로그래밍 언어입니다. C언어나 자바 언어처럼 키보드를 이용하여 코드를 입력하는 대신 마우스를 이용해 블록을 서로 붙이는 방식으로 프로그램을 제작할 수 있어요. 마우스로 명령블록을 이용해 붙이고 붙여 프로그램을 제작하는 스크래치는 아이들도 활용하여 자신만의 프로그램을 제작할 수 있도록 만들어져있어요. 명령어 블록을 이용하여 자신이 원하는 프로그램이 만들어내지면 너무 뿌듯하고 재미있어하는 아이예요. 1학년때 자신이 잘하는 것을 친구들앞에서 소개한 적이 있는데 우리 아이는 코딩을 해서 게임을 만들어보았어요. 미로찾기 게임이었는데 무척 재미있게 준비하고 발표하는 모습이 너무 대견했답니다. 스크래치는 조금 더 복잡한 개념인 것 같은데 우리 아이도 조금 어렵긴하지만 재미있다고 했어요.모르는 것이 있으면 유튜브 동영상 강의를 보면서 다시 배울 수 있으니 너무 도움이 되더라고요.스크래치를 시작하면서 표증을 바꾸는 캐릭터를 처음 만들어보았습니다. 책에서는 글과 그림으로 메우 세세하게 설명을 해놓아서 따라하면서 표정만들기 캐릭터를 만들어낼 수 있었어요. *4편 숫자 인식 프로젝트 뒷장으로 갈 수록 다양한 프로젝트를 만드는 방법이 소개되어있었어요.조금 어려운 단계지만 따라하면서 실력이 쑥쑥 늘어가는게 눈에 보인답니다.이 책한권이면 인공지능 스크래치 바로바로 배울 수 있어요.정말 적극 추천한답니다. 코딩을 좋아하는 우리아이도 인정한 책이예요 ^^,9788970504643
4,[생능출판] 시간순삭 인공지능 with 스크래치 - 재미있게 배우는 인공지능,5,5,domainet,2020-09-26,세상이 빠르게 변화하고그 변화를 따라잡지 못하면 어쩔수없이 뒤쳐지겠습니다^^;이제 4차산업이니 코딩이니 인공지능은어릴적 과학 상상화에서만 보던게 아니라 우리 가까이로 와있고그걸 점차 발전시키는 것은 저희 아이들의 역할이 되겠지요.코딩이 정규수업으로 자리잡았다지만사실 코로나로 온라인 수업이 진행되어 제대로 진행 되고 있는건지도 모르겠습니다.모든 학생이 코딩을 알 필요가 있을까? 싶다가도 시대의 흐름이라하니집에 있는 시간이 많은 이런때를 놓치지 않고 미리 준비해둬서 나쁠건 없겠지요.   스크래치가 프로그래밍(코딩)을 한다는 것만 어렴풋이 알았는데이 책을 보다보니 스크래치로인공지능을 배울수도 있다네요  오늘 소개할 책은 시간순삭 인공지능  with 스크래치 입니다!궁금하신분은 계속 따라와주세요^^일단은 인공지능이 무엇인지에 대해 이해하기 쉽게 설명해 줍니다.   그리고 전반적인 프로세스에 대해서도 친절하게 알려줍니다.인공지능 스크래치 프로젝트를 제작하려면 필요한 과정과 그것을 할 수 있는 방법까지 친절하게 알려주어 어렵지 않게 따라할 수 있습니다.뼛속까지 문과인 엄마가 볼땐 사실 어지러운 것들인데확실히 아이들이라 그런건지 이과성향인 남아라 그런건지 쉽게 하네요.그리고 나면 스크래치를 모르는 학생들을 위해 스크래치 프로그램 사용방법도 알려줍니다.그런 기본적인 준비가 끝나면총 15가지의 다양한 인공지능 프로젝트를 소개하고각각의 프로젝트를 만드는 방법과 실제 관련된 사례나 참고자료가 제공됩니다!큐알코드가 있는데 거기서 동영상 강의로도 만나볼 수 있으니이런 좋은 책 한권만 있으면 집에서 배우는 것에 제약이 없습니다^^(특히나 요즘같이 학원을 보내기 꺼려지는 시기에는 빛을 발하죠!)   프로젝트에 대해 소개하고 나면 프로젝트를 제작하는 방법을 그림과 곁들여 설명해줍니다.차근차근 써있는대로 따라가기만 하면 되지요.   그리고나면 잘 만들어졌는지 머신러닝 모델 훈련 및 테스트를 합니다.이 역시도 어떻게 테스트하는지 걱정할 필요가 없습니다!책에서 잘 설명해주고 있으니까요^^   마지막으로 프로젝트를 응용할 수 있는 방법이 나오네요.   그리고나면 그 프로젝트를 사용한 사례 등을 설명해준답니다.사실 이렇게 집에서 스크래치를 이용해 만든 프로그램이 저렇게 쓰일 수있다는게저는 너무 신기하더라구요!   인공지능이라고 하면 신기하게만 느껴질 뿐나와는 먼 기술같았는데 이렇게 아이가 직접 해볼수 있다는게 좋았습니다.집에서 책한권 가지고 이런 프로그래밍을 배울 수 있다니 좋은 세상이네요^^정말 누구나 쉽게 배울 수 있을 것 같습니다.,9788970504643
5,머신러닝을 쉽고 재미있게 배울수 있는 책,5,5,김성희,2020-09-22,"(생능출판사로부터 책을 제공 받아 리뷰를 작성했습니다)이 책이 나오기전에 헬로우펀 사이트에서 인공지능 스크래치를 먼저 접했었습니다. 전에 이재우 저자께서 쓰셨던 [두근두근 3D펜]에 팬이여서 책이 나온다는 소식을 들었을 때 더 관심이 갔던 것 같습니다. 정말 쉽고 재미있게 머신러닝을 이해할 수 있도록 잘 만들어 주셔서  자유학기게 수업에 많이 도움을 받았습니다. 사이트에서 조금 아쉬었던 부분이 숫자 인식유형의 프로젝트였는데 이 책에 충분한 자료가 있어서 책이랑 헬로우펀 사이트의 자료를 같이 본다면 수업자료를 만드시기 훨씬 편하실 듯 합니다. 인공지능의 어려운 수학적 개념이 인공지능을 나하고는 상관없다 생각하여 멀리하게 될 수도 있습니다. 그러나 이책에서는 어려운 개념은 나중에 배우더라도 간단한 개념만 이해하고 머신러닝 모델을 만들어보고 스크래치나 파이썬, 앱인밴더에서 직접 코딩하며 머신러닝 모델을 사용해 볼 수 있도록 잘 만들어진 책입니다. 인공지능이나 머신러닝이 무엇인지 전혀 감이 잡히지 않는 성인, 고등학생, 중학생, 초등학생까지 모두 머신러닝 모델을 만들고 코딩해 볼 수 있는 재미있고 쉬운 인공지능 스크래치 교재입니다.",9788970504643
6,시간 순삭 인공지능,3,3,free1019,2020-09-20,"시간순삭   인공지능    처음 이 책을 받았을 때 표지를 보고 뭐지 했었는데 자세히 보면   두 사람이 가위,바위,보를 하고 있어요.  인공지능의 대표적인 기초작품이 가위,바위, 보라서 그럴까요      이 책에는  선생님들을 위해 강의계획서 작성요령도 첨부해 주셔서 처음으로 인공지능을 제안 할 경우 큰 도움이 될듯합니다.이 책은 스크래치를 기본으로 하는 책이랍니다.하지만 저는 엔트리 유저라 처음엔 좀 당황했더랬어요.'필요없지 않을까????' 라고 잠시 생각도 했었고..그런데 책을 펼쳐 첫 페이지를 보자 더욱 그 생각이 확고해졌답니다.스크래치에서 인공지능을 하기 위해서는 인공지능을 사용하기 위해서는인공지능 API키를 발급 받아야 한다고 하는데 그 작업을 하기 위해 책을 펼치는데 눈앞에 보이는 복잡한 내용들이 처음에는 눈에 들어오지 않아 애를 먹었답니다.   ibm cloud에 접속해서 API키를 발급받고  Machine Learning for Kids 사이트에 접속해서 API키를 등록한 후 학생관리와 프로젝트관리를 할 수 있게 되어 있답니다. 알고보면 어렵지 않은 작업인데 코로나로 온 가족들이 칩거하다보니 정말 난감했답니다.;;;복잡한듯 복잡하지 않은 이 작업을;;; 저가 엔트리 유저지만 엔트리 유저라도 몇분만 훑어보면 금방 터득할 수 있는 내용이라 스크래치도 전혀 어렵지 않았답니다.     인공지능의 가장 기초라면 기초인 스마트 스피커...요즘 많이 사용하고 계시죠??'지니''아리아''누구''카카오 미니C'등등 이 스피커들의 원리에 대해 텍스트 기반으로 하는 학습하는 시간을 가졌답니다.   두번째로 인공지능 자연어처리기술을 활용한 신문의 뉴스섹션 분류하는 내용으로 학습하게 되어있는데  더 좋은 내용은 이런 기술의 활용 사례까지 알려주는 내용이랍니다.   저는 아직 이 책의 끝까지 다 가 보진 않았지만지금까지 한 내용만으로도 블록코딩을 조금만 해보신 분이라면 누구나 이책을 쉽게 이해 하실 수 있으리라 생각합니다.어렵지 않은 내용으로도 인공지능을 학습할 수 있어 참 좋은 책이라 생각합니다.   이 서평은 '소프트웨어 놀이터'카페 이벤트에 당첨되어 책을 제공 받아 작성한 후기 입니다.",9788970504643
7,시간순삭 인공지능 with 스크래치,5,5,스텔라벨라,2020-09-20,"4차산업시대를 맞이하며 친근하게 다가온 인공지능 ! 모든 기업들이 다양한 제품에 인공지능 기술을 접목시켜 다양하게 활용되고 개발되고 있다. 그러면서도 우리는 인공지능과 관련된 교육을 제대로 받고 있지 않은것이 현실이다. 초등학교에서 코딩을 배운다고 하지만 현실은 살짝 맛보기만 보여줄 뿐 아이들에게 전문적인 수업은 잘 이루어지고 있지 않다. 비전공자나 학생들이 인공지능이 무엇인지 쉽게 배울 수 있도록 도움을 주고자 출간된 책이 바로 [시간순삭 인공지능 with 스크래치]로 초,중등 교과서에 나오는 '스크래치'를 이용해 알기 쉽게 프로젝트를 수정하고 응용해볼 수 있도록 많은 내용들을 자세히 설명해주고 있다. ^^ 책에 담지 못한 프로젝트들도 해당 사이트에 들어가보면 수업지도안이나, 교재, 예제 파일들로 배워볼 수 있도록 동영상 강의도 무료로 제공중이며, 강의를 준비하는 선생님들을 강의 팁도 만나볼 수 있다.본격적인 스크래치를 배워보기 전에 인공지능이란 무엇인지? 인공지능의 역사와 앞으로의 전망은 어떨지? 왜 인공지능이 필요한지? 인공지능을 제작하는 방법에 대해서도 미리 숙지해볼 수 있도록 자세히 설명해준다. 초등학생인 우리집 아이들은 학교 방과후 수업을 통해 기초적인 스크래치를 활용하는 방법까지는 알고 있는 듯 하지만 다양하게 제작해보고 활용하는것엔 확실히 익숙하지 않았는데 이번 기회에 기초부터 확실히 정리하고 이해하는데 도움이 되었다고 생각한다. 물론 이 책은 확실히 전문적인 과정들을 많이 담고 있지만 그림과 동영상을 참고로 함께 따라해보니 어려운 과정도 쉽게 이해가 가능하다.내년부터는 아이들 수업에서도 인공지능을 다룬다고하는데 가르칠 교사가 많이 부족하다고 합니다. 아이들은 물론 선생님들께도 강추드리고 싶은 [시간순삭 인공지능 with 스크래치] 한 권이면 충분하지 않을까 생각이 듭니다.#인공지능 #스크래치 #인공지능입문 #스크래치입분 #시간순삭인공지능with스크래치#생능출판 #북책콩",9788970504643
8,시간순삭 인공지능 with 스크래치,5,5,오즐,2020-09-18,"인공지능 따로, 스크래치 따로?아마 대부분 인공지능과 스크래치를 각각 개별적으로 다루는 책들을 많이 봤을 거예요.그러나 이제부터는 함께 배울 수 있어요.바로 <시간순삭 인공지능 with 스크래치>로, 혼자서도 가능해요. 스크래치를 활용한 인공지능 교육서라고 할 수 있어요.이 책은 비전공자나 초등학생도 쉽게 배울 수 있도록 쉽고 자세하게 설명되어 있어요. 저자 이재우 선생님은 유튜브 <헬로소프트> 채널을 통해 양질의 강의를 무료로 제공하고 있어요.  책에 나오는 자료들은 헬로소프트 홈페이지(http://hellosoft.fun/aiscratch) 에서 확인할 수 있어요.또한 책의 내용도 모두 유튜브 동영상 강의로 볼 수 있어요.처음에는 책으로만 했는데, 동영상 강의를 보니까 훨씬 쉽게 따라 할 수 있어서 좋았어요. 교재 내용을 꼼꼼하게 다 알려주니까, 강의에 집중하면서 교재를 참고하면 되더라고요.  인공지능 스크래치 프로젝트를 제작하려면 영국의 Machine Learning for Kids 사이트와 IBM 의 인공지능 API 를 사용해야 해요. 그래서 우리가 첫 번째로 할 일은 웹사이트 계정을 만들고, API 를 발급받아 등록하는 거예요.계정 생성 및 API 발급 과정은 크게 5단계로 이루어져요. 1단계. IBM 클라우드 웹사이트 회원가입2단계. IBM 인공지능 API 키 발급3단계. Machine Learning for Kids  사이트 선생님 계정 가입 =>  독학하는 경우는 선생님 계정으로 4단계까지 하면 돼요.4단계. API 키 등록5단계. 학생 계정 생성(선택사항) => 학생들을 가르치는 교재로 사용한다면 학생 계정 생성이 필요해요.두 번째로 할 일은 스크래치 기초 학습이에요. 어느 정도 스크래치를 배웠다면 넘어가도 되는 부분이에요. 만약 스크래치를 처음 배운다면 화면 구성부터 차근차근 익히는 것이 중요해요. 스크래치에서 만든 작품은 모두 무대 영역 안에서 작동해요. 무대 영역은 2차원 좌표로 되어 있고, 가로 방향을 X 축,  세로 방향을 Y 축으로 나타내요. 스프라이트 속성에서 변경하거나 명령어 블록을 실행하여 변경하면 스프라이트를 원하는 위치에 이동시킬 수 있어요. 스크래치의 명령어 블록은 프로젝트를 작동시키는 가장 중용한 요소예요. 10개 카테고리에 120개 명령어 블록을 가지고 있어요. 카테고리명은 동작, 형태, 소리, 이벤트, 제어, 감지, 연산, 변수, 나만의 블록, Images 이며, 블록마다 색깔이 정해져 있어서 한눈에 구분하기가 편리해요.초등학생 코딩 교육에서 스크래치를  가장 많이 사용하는 이유가 프로그래밍에 대한 기초 지식이 없어도 쉽게 작품을 만들 수 있기 때문이에요. 마우스를 이용해 블록을 서로 붙이는 방식으로 프로그램을 제작하니가, 레고 블록을 좋아하는 아이들은 재미있게 배우더라고요.아주 간단한 표정 바꾸는 캐릭터 만들기부터 단계별로 프로젝트 기능을 추가하면 돼요.세 번째부터는 15가지 인공지능 프로젝트를 직접 제작하면서 인공지능 서비스를 기획하고 개발하는 과정을 실습할 수 있어요.프로젝트는 크게 세 가지로 나눌 수 있어요. 텍스트 인식 프로젝트, 이미지 인식 프로젝트, 숫자 인식 프로젝트각 프로젝트마다 그 내용을 소개하고, 머신러닝 모델 훈련과 스트래치 프로젝트 제작 과정이 설명되어 있어요.실제로 인공지능 제품이 어떻게 활용되는 서비스 사례가 책 중간에 나와 있어요. 인공지능 스피커, 인공지능 자연어 처리 기술, 인공지능 악성 댓글 필터링, 인공지능 챗봇, 인공지능 추천 서비스, 인공지능 빅테이터, 인공지능 이미지 분류 기술, 인공지능 이미지 필터링 기술, 인공지능 광학문자인식(OCR) 기술의 활용 사례를 보니, 정말 광범위하게 많은 분야에서 인공지능 기술이 활용되고 있어요.우리는 이미 인공지능 시대를 살고 있어요. 인공지능 교육은 선택이 아닌 필수가 되었어요. 책 제목처럼 1분 1초를 아껴주는, 알찬 강의와 교재였어요.",9788970504643
9,시간순삭 인공지능 with 스크래치 :: 재미나게 공부해요!!,5,5,galile,2020-09-18,"유튜브 강의를 통하여서 인공지능을 누구나 쉽고 재미나게 배우자!! 시간 순삭 wiht 인공지능4차 산업에 관심이 있어 유튜브를 찾아 교수님들의 강의를 들어 보았다 미래에 도래할 세상은 지금 생각하는 것과 차원이 다르고 인공지능이  모든  사물에 연결된다고 하니 AI에 대해서 누구라도 관심을 가져야 살아갈 수 있는 시대다지금 가장 핫한 미국 대학교 인기학과는 인공지능 학과라는 얘기를 들은 적이 있다인공지능 학과 아이들은 대학을 졸업하기도 전에 최고 기업에서 채용한다는 얘기도 들어본 적이 있다  1년 전 2019년 10월  문재인 대통령은  앞으로 우리나라가 나가야 할 방향은 인공지능 정부가 되어야 한다고 했다결국 인공지능을 잘 다루는 나라가 세계의 리더가 될 것이기 때문이다전 세계  각국에서 인공지능(AI)에  사활을 걸고 있다  요즘은 초등학교 때부터 코딩을 배우기 시작한다 초등학교 저학년인 울 집 아이도 코딩에 대한 책을 여러 권 읽어보고 스크래치와 엔트리 코딩을 이미 접해봤다.  우리 집  아이들만 보더라도 코딩은 어렵고 재미없는 게 아니라 프로그램을 계획하고 실행해 보면서엄청 재미나고  즐겁다고 한다 시간 순삭 인공지능 이 책은  누구나 보면 쉽게 이해할 수 있도록 설명이 구체적이다  책을 차근차근 읽다 보면 인공지능/ 머신러닝/ 딥러닝을  이해할 수 있다  이 책은 15가지의 다양하고 재미난 인공지능 프로젝트를 소개하고 있고 스마트홈, 뉴스 섹션 분류, 도서 표지 분류, 펭귄 점프 게임 등 여러 가지 재미난 내용으로 구성되어 있다 시간 순삭 인공지능 with 스크래치 책은 인공지능을 누구나 쉽게 배울 수 있게 도와주는 책이다. 프로그램을 만들면서 이론과 실습을 통해서 인공지능에 대한 지식을 쑥쑥 성장시킬 수 있다 이 책을 통하여서 인공지능의 기초부터 프로젝트까지 재미나게 배워 봐야겠어요  본 후기는 생능 출판사로 부터 도서를 무상으로 제공받고 쓰인 후기임을 알려 드립니다",9788970504643
10,[서평]시간순삭 인공지능 with 스크래치,5,5,벼링,2020-09-18,시간순삭 인공지능 with 스크래치라는 책을 서평해보려합니당.진짜 세상이 급하게 많이 변한거 같다고 느끼는 1인입니다..책을 접하게된 계기는 문득 하게된 생각때문인데요 . 요즘은 초등학생들도 기본적으로 코딩도 배우고 한다더라구요 ..근데 나는 .. ? 이런생각을 하다가 접하게 됐어요.이 책은 너무좋은게 일단 컬러 !  (컴퓨터 관련서적은 꼭 컬러였으면 하는바램) ..둘째 많은 그림(사진) .. 왜냐면 백번 읽는거보다 보면서 하는게 쉽고 빠르게 배울수 있어서 인데요 .  한 3분의2가 사진입니다 . 아주 좋아요 . 하핫기본적으로 모든책이 그렇하듯 설명을 해줘요 . 인공지능이란 어떤것인가 어떤역사를 가졌는가내가 배울게 어떤건지는 알고시작해야하니까요 . 그리고 계정생성이라던지 스크래치의 구성 같은걸아주 상세하게 설명을 해줍니다 . 그런다음 본격적으로 프로젝트를 알려주는데 챕터별로 하나씩 기능을 추가하는데 .. 신셰계입니다. 저는 아직 늙은이까지는 아닌데 .. 언제 이렇게 세상이 발전했던것인가 ..이게 흠 ..어떤느낌이냐면 요즘은 쇼핑몰같은곳을 보면 xx봇 이런 채팅으로하는 고객센터들이많이 있잖아요 ? 거기에 보면 직접 상담원을 연결할수도 있지만 기본적으로 선택을 하면 채팅봇이 대답을 해주는 그런 채팅봇을 배우는 느낌? 입니다 . 일부를 비유해드린건데 스크래치와 결합해서 배우는 프로젝트가 생각보다 엄청 많아서따라하면서 만들어보는 재미가 아주 쏠쏠해요 . 재밌네요.이책이면 어른도 아이도 쉽게 스크래치와 시대에 따라갈수있을것같이 쉽게 설명되어있어서 너무 좋아요. 스리슬쩍 추천해봅니다 .  (나는 시대에 뒤떨어지지않았다!!!),9788970504643
