,Title,ConRate,DesRate,Author,Date,Content,BookCode
14,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,stormwarm,2020-09-27,"2021 에듀윌 공무원 6개년 기출문제집 한국사첫째, 모의고사의 가격이 만원 초중반대 가격이라서 가격 면에서 저렴해서 좋아요.두번째, 분권화가 되어있어서 공부하기 편해요.세번째는 기출문제를 연도별 역순으로 배치해서 최신 경향의 문제, 최근 기출문제를 먼저 풀어볼 수 있다는 점이 좋았어요! 네번째, 해설도 문제해설마다 연도별 문제유형과 주제가 잘 정리되고 있고, 시험의 경향이 잘 쓰여져 있어요다섯번째, 에듀윌 기출문제집를 풀어보면서 느낀 점은 문제 구성과 참신성이 인상적이었어요. 최신 기출유형을 유지하되 출제된 기출문제를 잘 배치해서 갈수록 로운 문제를 정말 푸는 느낌이라서 좋았어요.""본 후기는 에듀윌 온라인 스터디에 참여하여 솔직하게 작성한 후기입니다""",9791136006837
15,에듀윌 기출 문제집으로 쉽게 공부하는 공무원 한국사,5,5,에리,2020-09-27,"사실 에듀윌 교재는 알찬 구성,상세한 해설 등 장점이 많아 늘 믿고 사용하는 교재입니다. 이번 기출문제집 역시도 받아보고 너무 만족했습니다. 먼저 6개년 기출로 구성된 9급 문제는 깔끔하게 년도별로 나와있어 풀기에 편하고, 7급 기출도 들어있어 9급 기출에 더해 고난도 문제를 접할 수 있어 좋았습니다. 또한 OMR 카드도 있어 실제 시험장에서 풀듯이 연습할 수 있어 실수를 줄일 수 있습니다. 여러 방면으로 도움이 많이 되는 교재라는 생각이 듭니다. 본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.",9791136006837
16,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사 리뷰!,5,5,whelmx,2020-09-27,"2021년 9급 공무원 시험을 준비하기 위해 기출문제집을 구매했습니다. 7급 문제랑 9급 문제가 분리되어 있어서 편리하고, OMR카드 또한 구비되어 있어서 실제 시험보는 것처럼 공부할 수 있습니다. 국가직, 지방직, 서울시, 법원직, 교육행정직 5종류의 시험과 각 시험파트에는 시험이 어떻게 나왔는지 분석 또한 상세하게 되어있어 각자 준비하고자 하는 시험에 알맞게 공부할 수 있을거라 생각이 듭니다. 이번 기출문제집을 통해 점수 끌어올릴 수 있도록 하겠습니다^^본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다",9791136006837
17,2021 에듀윌 9급공무원 6개년 기출문제집 한국사,5,5,alrysid,2020-09-26,"2021 에듀윌 9급 공무원 6개년 기출 문제집 한국사는 2020~ 2015년도까지 6개년 기출문제를 30회분 국가직, 지방직, 서울시, 경찰직 1,2,3차, 사회복지직 5개의 직렬별로 있습니다. 제가 하고자 하는 직렬이 아니라 다른 직렬들의기출 문제도 풀어볼수 있어서 좋았고 OMR카드도 넉넉히 있어서 실제 시험처럼 쳐 볼 수 있다는 것이 장점입니다. 또한 해설지를 보고 정답을 매길 수 있지만 정답만 있는 빠른 정답표가 있어서 빠른 채점이 가능한 것도 장점입니다. 해설지도 보기 좋게 잘 되어 있어서 이해하기 쉽습니다.해설편이 아니라 문제집이 떼어지는 편이라 빠른 정답표를 원한다면 잘라서 들고 다녀야 합니다. 사진을 찍는 것도 좋은 방법이라고 생각합니다.한국사의 방대한 양을 암기하고 이해하기 위해서는 처음에는 너무 많고 어려우니 기본서를 보면서 차근차근 풀어보면 암기하기 더 편리하다고 들었습니다. 많은 양이니까 문제를 그만큼 많이 풀어보고 익숙해지는것이 중요하다고생각하는데 문제가 많아서 좋습니다. 문제를 풀어보는것에 그치지 않고 오답노트를 하여 다시 틀리지 않도록 하는것도 중요하게 생각하는데 오답노트를 할 수 있게 QR코드를 이용하면 부가학습자료로 문제집의 문제가 있습니다(에듀윌 회원가입 필요) 필요한만큼 출력할 수 있으니 오답노트를 만드는것도 좋을 것 같습니다. 저는 문제 풀때 같이 있는 OMR카드를 이용하여 최대한 회독하여 문제를 풀려고 합니다. 아직 기본개념을 하고 있어서 자신이 없지만 문제에 익숙해지도록 노력할 것입니다.“본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.”",9791136006837
18,6개년 기출문제집,5,5,qhddiqhddiz,2020-09-26,기출문제집이 필요해서 보다가 이 책을 알게 되었는데 맘에 들어서 구매하게 되었어요.특별부록은 7급 문제도 들어가 있는데 2019와 2018의 문제가 있어서 필요로 할 때 따로 찾지 않고 바로 풀어 볼 수 있어서 좋은 거 같아요!그리고 6개년 기출을 매번 복사하거나 찾는 수고를 줄기 위해 책을 샀는데 해설도 너무 잘 되어 있고 좋은 거 같아요. 각 문제마다 어떤 영역에 속해 있는 문제인지 적혀있어 틀렸을 때 복습하기도 너무 좋은 거 같아요!본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.,9791136006837
19,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,이민우주,2020-09-26,"단원별 기출문제집은 구매해 본 적 있으나 6개년 기출문제집은 처음이라서 어떨지 엄청 궁금했었다.한 권인 줄 알았는데 9급 기출문제집, 7급 기출문제집, 해설집 총 3권으로 분리가 된다. 들고 다니가 편리할 것 같다. 그리고 빠른 정답 표기 있어서 빠르게 채점이 가능하고 기출문제집 뒤쪽에 OMR 카드가 있어서 실전 연습이 가능하다. 그리고 매회 QR코드가 있어서 문제 풀이 시간을 측정하고, 모바일 성적 분석 표도 발급받을 수 있다. 최신 3개년은 해설강의가 무료 제공된다.내가 제일 마음에 들었던 부분, 나의 취약 영역을 알 수 있다. 안 그래도 한국사는 나에게 힘든 과목인데... 이것으로 나의 취약 영역을 알고 부족하는 시간이 되길.. 본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.",9791136006837
20,기출 문제집 만족합니다,5,5,kmjmjk,2020-09-25,"9급 기출 문제집으로는 딱 깔끔하고 보기좋은 거 같습니다 고난도 기출 문제집도 수록 되어 있고 해설본도 합격예상, 취약영역 체크 해볼 수 있어서 스스로 공부하고 학습하기에 괜찮네요~!기출문제집이라 무난하고 좋습니다. 디자인도 깔끔하고 에듀윌은 국어 영어 한국사 표지가 다 통일돼서 좋네요본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.",9791136006837
21,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,안뇽,2020-09-24,"공시를 준비하면 풀어야하는 최신 6개년 기출문제집!2020년인 올해 시행된 문제부터 6개년이 한번에 들어있어 번거롭게 뽑지않아도 한번에 풀 수 있습니다.7급 고난도 기출문제도 들어있어 7급 준비하시는 분들도 풀어보면 좋을 것 같아요!출제경향 및 출제비중도 적혀있어 어떤 단원이 많이 나오는지 한눈에 알 수 있어요.QR코드를 하시면 주요 직렬 최신 3개년 해설강의도 볼 수 있고3중 감수 시스템으로 오타가 없다는 것!이 제일 좋은 것 같아요!  "" 본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다. """,9791136006837
22,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,suj7649,2020-09-24,한국사 스터디에 참여하고싶고 개인적으로 에듀윌 문제집도 좋아하는 편이라 이번에도 구매했어요.받아보니 역시 익숙한 노랑색 표지와 깔끔하고 가독성 좋은 페이지 구성이네요. 안정감이 느껴집니다. 교재는 국가직9급 - 지방직9급 - 경찰식 - 사복직의 구성으로 이루어져있는데 문제 뒤에 바로 해설이 있어서 답을 확인해볼수있는 구조에요.문제는 조금 고난이도같긴했어요. 직렬별로 따로 구성을 해놔서 문제 난이도도 비교할수가 있어서 좋네요. 에듀윌 교재만의 서비스인 QR코드 합격예측 분석 서비스도 첨부되어있구요. 문제 푸시고 꼭 입력해보시길 추천합니다.  “본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.”,9791136006837
23,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,konnip3,2020-09-23,"6개년 9급 한국사 문제집, 7급 고난도 문제집, 완벽하게 분석해놓은 해설지 이렇게 3권으로 분리되어 있는 '2021 에듀윌 9급 공무원 한국사 기출 문제집'공무원 시험을 준비한다면 꼭 풀어야 기출 문제집 전 에듀윌에서 출간한 '6개년 9급 한국사 기출문제집'으로 구매했어요. 9급 기출 문제뿐만 아니라, 7급 고난도 문제까지 수록 되어 있어서  다양한 문제들을 접할 수 있는 기회가 있어요.'2021 에듀윌 9급 6개년 한국사 기출문제집' 첫장에 ""시험은 경험하는 것이 아니라, 합격하는 것이 목표!""라는 어구가 있는데가슴에 와닿는 어구네요. 모든 것에 경험하는 것이 좋다고 하나, 공시에서는 예외되는게 경험쌓기인것 같아요.   '에듀윌 9급 공무원 6개년 한국사 기출문제집'의 
장점은 
'모바일 성적분석표'가 있어 자동채점으로 점수를 
확인하여 합격예측을 할 수 있고,  '해설강의'가 무료로 제공이 되어 
부담없이 강의를 들을 수 있어 좋네요.그리고 저자, 교재 감수 위원, 외부 전문가가 검토하는 3중 감수 
시스템으로 오타가 없다는 사실!!! 사실, 교재를 보다가 오타가 있으면 뭔가 대충 만들어졌다는 느낌을 
받는데, 에듀윌 교재는 3중 감수 시스템으로 검토해서 더 믿음이 
가네요. 공무원 시험 시작과 끝을 '에듀윌 9급 공무원 6개년 한국사 
기출문제집'으로 합격의 길로 걸었으면 좋겠네요. 
 

  
 ""본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 
후기입니다.""",9791136006837
24,칼 대신 펜을 휘둘러서 역사 한 획을 긋자!,5,5,yeong5465,2020-09-21,"에듀윌 기출문제집 장점을 꼽으라면 꼼꼼한 해설과 자기주도적 학습을 할 수 있도록 교재를 구성하였다는 것입니다.기출문제 풀이에 들어가기 앞서 풀이 시간과 점수를 기입할 수 있는 곳이 있습니다. 시간 관리 연습을 미리해두면 고사장에서 압박감을 훨씬 덜합니다. 또한, 해설편을 분권해두어서 문제 풀이 후 빠르게 분석해볼 수 있습니다. 마지막으로 시행처별로 해설 확인에 들어가기 앞서 기출분석 REPORT를 제공하고 있습니다. 그리고 우측에는 취약영역을 체크할 수 있도록 하여 복습(회독)이 유리하도록 하였습니다. 모든 학습에서 기출문제는 아무리 강조해도 지나치지 않은 것 같습니다.* 본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.",9791136006837
25,2021 에듀윌 9급 공무원 기출문제집 한국사 리뷰,5,5,parkmj0214,2020-09-21,"내년의 합격을 위해 기본서에 들어있는 기출문제뿐만 아니라 기출문제만 따로 모아놓은 문제집이 필요했습니다. 그래서 제가 공부하고있던 에듀윌 6개년 기출문제집이 가장 적합하겠다는 생각이 들어서 망설임 없이 구매하게 되었습니다. 에듀윌이 타사에 비해 디자인이 별로라는 평도 봤지만 저는 나름 좋다고 생각합니다. 노랑색이 눈에 띄어서 약간 부담스러운 감이 있어도 작년 책과 또 다르게 하늘색을 같이 첨가한 부분이 부담감을 줄여주고, 타사와 확실히 구별되는 에듀윌만의 메리트가 아닌가 싶습니다. 가장 마음에 드는건 6개년이면서 국가직, 지방직, 서울시 뿐만 아니라 사복, 경찰, 법원직 등 기타 직렬의 문제도 한 권에서 접할 수 있는것과 7급 고난도, 9급 문제집, 해설지가 각각 나눠져있어서 단계별로 문제풀기가 최적화되어있고 문제풀이 후 오답정리까지 훨씬 수월하다는 점입니다. 또 책에 시험연습을 위해 연습용 omr이 함께 수록된것도 회독할때 문제집을 더 깔끔하게 사용할 수 있고 실전 감각 키우기에 많은 도움된다고 생각해서 책의 큰 장점 중 하나라고 봅니다. 에듀윌 기출문제집을 통해 문제풀이감각과 실전감각을 잘 키워서 합격에 한 걸음 더 가까워지도록 열심히 노력하겠습니다. 감사합니다!!본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다.",9791136006837
26,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사 리뷰,5,5,노랭,2020-09-20,"2021 시험 대비로 기출문제집을 구매했어요고난도편이랑 기출문제편으로 나눠져 있고 국가직, 지방직, 법원직, 교육행정직까지 있어서 좋아요.그리고 omr 채점도 가능하고 답지에 해설뿐만 아니라 합격예상 체크, 취약영역 체크 부분도 있어서 실력 체크하기가 좋습니다. 에듀윌 도서몰에서 오답노트 양식도 제공하고 있던데 활용해서 열심히 공부해보려구요!  본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다",9791136006837
27,에듀윌 9급공무원 6개년 기출문제집,5,5,-,2020-09-20,"먼저 에듀윌교재가 타 공무원학원 교재보다 디자인이 별로라고 생각하는 사람들이 있는데 이번에 나온 기출문제집은 너무 예뻤다. 그리고 답지만 분리되는 것이 아닌 고난도편, 기출문제편, 답지편 이렇게 3권으로 분리되어 분철없이 가볍게 가지고 다녀도 좋을 것 같다. 사실 기출문제집은 문제는 다 똑같기에 답지의 퀄리티가 상당히 중요한데 에듀윌 기출문제집은 각 기출시험당 합격선이 어느정도인지, 각 문항당 어느 단원에서 기출되었는지 상세히 설명이되어있다. 덕분에 취약영역을 체크하여 좀더 촘촘히 공부할 수 있다. 더불어 OMR카드도 첨부되어있어서 시간을 재고 실제 시험연습을 할 수 있을 것 같다.     본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다",9791136006837
28,2021 에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,-,2020-09-20,"2021년 시험 대비 새로운 마음가짐으로 기출 문제집을 구매하게 되었습니다.
보통 5개년, 6개년이라 하면 국가직, 지방직, 서울시로만 구성되어있는데 반해 에듀윌에서 나온 기출문제집에는 경찰직, 사회복지직 
기출문제까지 추가로 구성되어 있어 더 많은 문제가 수록되어 있어 좋았습니다.
한국사에서 중요한 '사료', '연도' 등 문제 키워드에 대한 추가 설명이 해설 참고란에 자세하게 적어져 있고 또, 수록된 기출문제를 
풀고나서 실력을 테스트해 보기 위한 '고난도 기출문제'도 부록으로 있어 실전 대비에 좋습니다.
 
 
본 후기는 에듀윌 온라인 스터디 참여하여 솔직하게 작성한 후기입니다",9791136006837
29,에듀윌 9급 공무원 6개년 기출문제집 한국사,5,5,mumuu,2020-09-15,"2021년 공무원 합격을 위해 에듀윌 기출문제집을 구매하게 되었습니다. 책이 한 권으로 된 것이 아니라 고득점 기출, 6개년 기출, 해설 총 3권으로 구성되어 있어 제본을 따로 하지 않아도 보기가 편리합니다.2015년부터 2020년까지의 최근 6개년 기출문제가 수록되어 있고, 최근 3개년의 해설 강의를 들을 수 있어 혼자 공부하는 사람에게도 도움이 됩니다. 또한 최근 6개년의 출제 경향과 출제 비중, 그 해의 난이도, 기출분석이 적혀 있어 내가 어디가 부족한지, 어느 파트에 비중을 두어야 하는지를 알기 쉽게 도와준다는 것이 이 책의 장점 중 하나입니다. 다양한 직렬의 기출문제가 수록되어 폭넓게 문제를 접할 수 있고, 해설에 키워드를 적어주어 핵심 포인트가 무엇인지를 딱 캐치할 수 있고, 오답노트가 제공되어 취약점을 보완할 수 있습니다. 합격 예측 서비스를 통한 시험시간 측정, OMR 자동채점을 통해 실전과 같은 경험을 할 수 있습니다. 고난도 기출문제가 추가로 수록되어 고득점을 노릴 수 있게 해주는 등 합격에 빠르게 다다르게 도와줄 책이라 생각합니다.  본 후기는 에듀윌 온라인 스터디를 참여하여 솔직하게 작성한 후기입니다.",9791136006837
30,2021 에듀윌 9급 한국사 기출문제집,5,5,화이팅,2020-09-12,공무원 시험을 볼 때 빨리 풀어서 시간을 벌 수 있는 과목이 있습니다.그 중에서 그나마 풀이시간을 단축할 수 있는 과목은 한국사입니다.이 기출문제집은 각 시험지마다 풀이 시간을 적도록 편집했습니다.거기에 omr카드도 첨부되어 있어 실전 연습을 하기에 적합한 문제집입니다.해설 역시 명쾌하게 정리되어 있어 독학하기에 좋습니다.여러모로 꽤 괜찮은 문제집입니다.,9791136006837
0,리뷰,5,5,cheongdo61,2020-10-05,2021 마지막 사회시험 민쌤에게는 마지막 사회시험이기에 모든걸 쏟아부으신것같다.그리고 사은품 민팸 ㅋㅋㅋㅋㅋ 진짜 웃김 ㅎㅎㅎ민팸은 돈독한듯 나도민팸이지만 ㅎㅎ 너무 좋다 민준호선생님은 사람이 너무 좋은 분이시기에 강의도 굉장히 열정적이시다 그래서 사회는 걱정이없다.다들 경제때문에 힘들다던데 나는 오히려 경제가 너무 편하고 ㅠ 오히려 정치가 너무 하기싫다.수학을 굉장히 쉽게 설명하시기에 경제는 껌임!!,9791190680035
1,민준호기출,5,5,Som,2020-09-29,역시 기출은 민준호쌤이예요문제 구성 너무 좋구 해설 자세하구그래서 너무좋아요글자크기 글씨체 구성 등등 뭐 하나 나무랄데 없네요문제 배열도 잘 되어있어서 불편함 없이 잘 볼 수 있을거 같아요가독성도 좋구 언제나 좋은 책 만들어주시는 준호쌤이니까 믿고 가겠습니당꼭 사회 고득점 하고싶어요 마지막 년도인만큼  좋은 결과 꼭 나오길 바라고 바랍니다!!!!!,9791190680035
2,2021 민준호 사회 기출문제집,5,5,asddsa124,2020-09-29,사회 과목 시험 대비에 필요한 기출문제집입니다. 문제가 많이 수록되어있고 해설이 정말 상세합니다. 그리고 FHS코스로 나누어져있어서 시간이 없으면 코스별로 회독을 해도 좋을 것 같습니다. 다른 과목들 기출문제집 다 통틀어서 퀄리티가 으뜸인 것 같아요. 개념 요약도 있는 점이 개념도 리마인드할 수 있게 구성되있어서 좋네요 배송도 빠르게 와서 만족스럽습니다.,9791190680035
3,기출 답해설이 깔끔합니다!,5,5,CanDoIt,2020-09-21,"공무원과목에서 사회에 그렇게 많은 시간을 투자하기는 힘든데, 앞에 이론 잘 다듬어왔다면, 교재에있는 답설명만으로도 충분히 정말 차고 넘치게 이해.가능합니다. 또, 중요도와 언제 이런유형 이파트의 문제가 어디어디서.몇년도에 출제.됐다 이런표시도 있어서, 혼자서도 각 문제의 중요도 파악이 가능해서 좋아요. 다른 사람들의 강의와 책과 비교해보면 확실히 교재에.투자하는 비용과 시간,노력이 굉장한 것 같습니다. 다 제치고 교재의.퀄리티만큼은 진짜 인정입니다. 올해가 마지막 사회시험인데 끝까지 본인 과목에 최선을.다해줘서.감사해요",9791190680035
4,2021민준호 사회 기출문제집,5,5,qkralsdk13,2020-09-11,사회 이론을 마치고 나면 기출 풀이 단계로 넘어가는데 사회 과목에서는 민준호 선생님의 기출문제집이 최고라고 생각합니다. 이 책의 가장 큰 장점이자 매력은 해설이 자세합니다. 솔직히 해설이 빈약하면 혼자서 문제풀기가 버거운데 준호샘의 기출문제집은 자세한 해설이 있어서 그런지 설령 강의를 못듣는다고 해도 모두 커버가 될 만큼 좋은 책인거 같단 생각이 들었습니다.,9791190680035
0,"은밀하게 아나운서 준비하기, 『아나운서 절대로 하지마라』",5,5,하나의책장,2020-09-30,"『하나, 책과 마주하다』나이가 들수록 현실에 치이다보면 꿈 혹은 목표 하나 품고 사는 것도 사치라 생각할 때가 있다.우리도 그런 때가 있다. 때묻지 않던, 어린 나이에 많고도 다양한 꿈을 품고 살던 적이.나 또한 어린 시절, 여러 꿈을 품고 살았었다.직접적으로 부딪히며 현실을 자각하다보니 그런 꿈이 자연스레 희미해졌지만.꿈이라고 말하기도 뭣하고, 관심이 있었던 직업 중 하나가 '아나운서'였다.아나운서가 많은 역량을 요구한다는 것은 알았지만 실제 아나운서들의 이야기를 직접 듣고나니 끊임없는 자기계발을 요하는 직업 중 하나였다.아나운서들의 진솔한 이야기가 담긴 책, 바로 『아나운서 절대로 하지마라』이다.저자, 유지수 아나운서는 17년 차, 백원경 아나운서는 14년 차, 이지민 아나운서는 11년 차, 서연미 아나운서는 3년 차 마지막으로 채선아 아나운서는3년 차로 CBS 방송국에서 재직 중인 현직 아나운서들이다.제목부터 어마어마하다.아나운서라는 직업을 권고하는 듯한 제목은 아니니 그 내용이 상당히 호기심을 불러 일으킨다.『아나운서 절대로 하지마라』는 3가지의 주제(Opening 나는 이렇게 아나운서가 되었다 · Announcing 아나운서 절대로 하지마라 · Closing 그래도 아나운서)로 다섯 아나운서들의 각기 다른 답변을 들을 수 있다.아나운서는 오롯이 지상파 혹은 라디오에만 생활을 맞춰야 하는 직업이라 모든 루틴은 그에 맞춰질 수밖에 없다.그렇기에 약속도 함부로 잡을 수 없는 것이 아나운서의 숙명이라고나 할까.매번 방송사에서 신입 아나운서들을 뽑았다고 하면 굉장한 스펙과 (이미) 다양한, 색다른 이력을 지닌 이들이 많아 항상 놀랍다.아나운서라는 직업을 가지는 순간부터 본인의 이름 석 자가 브랜드화되는 것이기에 그 순간부터 끊임없이, 철저하게 자기관리에 돌입해야 한다.(실제 연예인과 마찬가지로 유명 아나운서들의 이름 석 자만 대도 누구나 다 알 정도로 아나운서 개개인마다 인지도가 많이 높아진 듯하다.)책에서는 다섯 아나운서들의 실질적인 고충과 조언이 고스란히 담겨 있어 아나운서에 관심이 있거나 준비하려고 마음먹었다면 꼭 읽었으면 좋겠다는 생각이 절로 들었다.꼭 아나운서가 꿈이 아니더라도 내가 현재 고민하고 있는 것들이 맞물려 있어 굉장히 흥미롭게 읽을 수 있었다.앞서 말했듯이, 아나운서가 꿈이 아닌 대상들도 이 책에서 적성탐색 혹은 자기소개서와 같은 팁을 얻을 수 있으니 인생 선배들에게서 조언얻는 느낌이 들 것이다.",9791186787274
1,아나운서 절대로 하지마라,5,5,tkjhwoy,2020-09-30,"아나운서 절대로 하지마라 제목만 들어도 아나운서를 준비하는데 도움이 될 것 같은 도서라는 점을 알 수 있었던 것 같다.      맨처음 이야기는 채선아 아나운서에 대한 이야기였다.친구가 무심코 던진 말에 아나운서에 대헤 더욱 깊은 관심을 가지게 되면서 아나운서가 되기위한 자신의 이야기를 펼쳐냈다. 자기소개서에 대한 내용을 이 단락에서 말하고 있는데, 대부분의 방송사 자기소개서 항목은 1. 성장과정2. 지원 동기 및 입사 포부3. 자기 성격의 장단점 및 대인관계 성향4. 사회단체 등 주요 활동 내용5. 기타(관련 활동 및 경력 등) 위와 같은 질문에서 크게 벗어나지 않는다고 한다.나의 경우도 자기소개서를 작성하려면 많은 고민에 빠지게 되고 신중하면서도 다른사람들과의 특별한 부분에 있어서 고민을 하게 되는 것 같다.   임경선 저자의 <태도에 관하여>라는 도서를 참고하며 자신에 대해, 오롯이 나 자신을 말해주는 문장을 떠올려 자기소개서를 작성하였다고 하니이 부분에 있어서 나 또한 많은 참고사항이 될 수 있을 것 같은 마음이 들었던 것 같다.  이러한 리스트를 보면서 작성도 해보고 답도 해보는 점은 좋다고 느껴졌던 것 같다.    유지수 아나운서의 첫말은 소설 데미안을 주문한 내용이었다.나 자신 또한, 데미안을 소장하고 있고 여전히 읽을 수록 어렵다고 느껴지는 도서중 한나여서 이해가 갔던 것 같다. 그리고 저자는, 뒷부분에 있어서 외모 경쟁이라던지, 목소리 특히 발성에 대한 이야기에 대해 허심탄회하게 풀어내고 있다. 노력으로 갈고 닦아도 못 이룰 꿈이 아니며, 평범한 사람도 될 수 있는 것이 아나운서라고 한다. 연습이 확실히 중요하다는 것을 다시 한번 강조하고 있다.  이 책에서는 말 그대로 아나운서의 현실, 아나운서의 준비 등에 대한 경험과 내용이 많이 들어있어서 준비하는 사람들에게 무척 도움이 되고 공감되는 요소들도 많다고 생각되었다.누구나 노력과 연습으로 아나운서를 꿈꾸고 도전할 수 있다고 생각한다.",9791186787274
0,에듀윌,5,5,Demiano,2020-10-05,"취업준비를 처음하는데, 그래서 인적성 공부도 처음 해봐요. 많은 사람들이 믿고 보는 에듀윌 GSAT 삼성직무적성 검사로 첫 취업준비를 허무하게 날리지 않을 것이라 믿습니다!! 책 내용보니 다른 데 꺼보다 체계적이고 문제 구성도 잘 되어있는 것 같습니다. 게다가 온라인 실전연습 서비스까지 있어서 코로나 시대에 더욱 도움이 될 것 같습니다. 에듀윌과 함께 취뽀 가보즈아아아아",9791136005731
1,2020 하반기 삼성 채용 에듀윌 GSAT 기본서,5,5,책을읽자,2020-10-02,"첫 GSAT 준비하는데, 단기간에 공부할 수 있게 구성이 잘 되어있는거 같아요! 순서에 맞게 천천히 풀기만 해도 충분할 것 같습니다. 인적성에 실전모의고사에, 온라인 실전연습 서비스까지 있어서 너무 좋아요. 책으로 푸는거랑 온라인으로 푸는거랑 정말 다르다고 합니다. 도움 많이 될 것 같아요. 공무원 시험 합격도 에듀윌이고 삼성 채용 합격도 에듀윌입니다 추천합니다!!",9791136005731
2,2020 하반기 삼성 채용 에듀윌 GSAT 기본서로 대비해요.,5,5,yaya,2020-09-27,"GSAT이 어려운 취린인데 해설집 설명이 자세하고, 실제 시험과 유사한 유형과 난이도의 문제로 책이 구성되어 있어서 요거 하나로 채용 준비중이에요. 온라인 실전모의고사도 있어서 굳이에요!요즘 코로나 때문에 삼성도 온라인 GSAT보잖아요. 근데 온라인 실전 모의고사가 수록되어 있으니 정말로 실전 대비에 좋아요.이 외에도 최신판이라서 최근 기출 유형이 반영된 점, 종합 실전모의고사도 수록되어 있는 점이좋았네요. 공무원 시험 합격도 에듀윌이고 삼성 채용 합격도 에듀윌입니다.^0^",9791136005731
3,GSAT교재만 구매하면 인강도 무료!,5,5,cjo9504,2020-09-27,얼마 전 시작된 삼성 공채를 대비해서 GSAT 준비하려고 교재를 구매했습니다.교재를 받아보니 가장 마음에 들었던 부분은 최신 기출 유형 반영이 잘 되어있는 점이었습니다.문제집을 선택할 때 가장 중요하게 생각하는 것이 최신 트렌드 반영인데시험이라는 것 자체가 매년 스타일이 바뀌기 때문입니다.이번 하반기 공채 합격을 위해 에듀윌의 GSAT 문제집으로 시작하기를 잘했다는 생각이 드네요.,9791136005731
4,하반기 GSAT 에듀윌 기본서로 공부하기,5,5,straw,2020-09-27,"하반기 삼성 GSAT 책은 역시 에듀윌!최신 기출 유형이 포함된 교재로 이번 상반기 갑작스럽게 변한 인적성 시스템을 대비하여 온라인 실전 연습 서비스까지 포함되어있어 더욱 GSAT 준비에 적합하다심지어 특강또한 포함되어있어 간단하게 모의고사뿐만 아닌 최신기출 유형 인강까지 볼 수 있다또한 실제시험과 유사한 유형과 난이도를 가지고 와 모의고사를 풀 때는 시험에 임한다는 마음을 가지고 풀이집 마지막에 포함되어있는 연습장괴 OMR까지 사용하면 금상첨화.  그 뿐만 아니라 수포자 부활 특강과 온라인 모의고사는 성적분석 서비스까지 포함되어있어내 실력이 어느정도지 가늠하기 편리하고빈출 사자성어 압축 PDF로 한가지라도 놓치지 않고 챙기는 섬세함이 있다.이번 삼성하반기 GSAT는 철저하게 준비할 수 있도록 도와주는 교재. +또한, 답지는 정석 풀이 뿐만이 아닌 시험장 풀이로 시험장에서 실제로 써먹을 수 있는 팁을 알려준다거기에 최신기출유형에 있는 실전 스킬까지 더해져 시간을 빠르게 단축시켜준다.정석풀이로 정답의 정확도를 높이며 시험장 풀이와 실전 스킬로 스피드를 올려빠르면서도 정확한 답을 풀 수 있도록 도와준다. 이번 하반기 에듀윌 GSAT 책과 인강으로 열심히 준비하여 합격하자!!!",9791136005731
